id,assignment_id,solver_id,attempt_number,initiated_at,answered_at,ended_at,status,updated_at,call_sid
590,319,10,2,2025-07-31 23:23:08.000000+00,2025-07-31 23:23:23.000000+00,2025-07-31 23:27:04.000000+00,ANSWERED,2025-07-31 23:28:08.000000+00,
591,320,9,1,2025-08-09 16:44:14.000000+00,2025-08-09 16:44:30.000000+00,2025-08-09 16:47:59.000000+00,ANSWERED,2025-08-09 16:49:14.000000+00,
592,321,6,1,2025-08-24 10:50:42.000000+00,,,MISSED,2025-08-24 10:55:42.000000+00,
593,321,6,2,2025-08-24 12:50:42.000000+00,2025-08-24 12:51:01.000000+00,2025-08-24 12:54:25.000000+00,ANSWERED,2025-08-24 12:55:42.000000+00,
594,322,8,1,2025-08-29 10:33:46.000000+00,,,MISSED,2025-08-29 10:38:46.000000+00,
595,322,8,2,2025-08-29 12:33:46.000000+00,2025-08-29 12:34:06.000000+00,2025-08-29 12:36:55.000000+00,ANSWERED,2025-08-29 12:38:46.000000+00,
596,323,6,1,2025-08-30 16:19:10.000000+00,,,MISSED,2025-08-30 16:24:10.000000+00,
597,323,6,2,2025-08-30 18:19:10.000000+00,2025-08-30 18:19:32.000000+00,2025-08-30 18:22:14.000000+00,ANSWERED,2025-08-30 18:24:10.000000+00,
598,324,8,1,2025-09-01 15:40:57.000000+00,,,MISSED,2025-09-01 15:45:57.000000+00,
599,324,8,2,2025-09-01 23:40:57.000000+00,2025-09-01 23:41:08.000000+00,2025-09-01 23:43:11.000000+00,ANSWERED,2025-09-01 23:45:57.000000+00,
600,325,9,1,2025-10-04 11:17:26.000000+00,2025-10-04 11:17:51.000000+00,2025-10-04 11:21:46.000000+00,ANSWERED,2025-10-04 11:22:26.000000+00,
601,326,10,1,2025-10-05 12:32:05.000000+00,2025-10-05 12:32:23.000000+00,2025-10-05 12:35:58.000000+00,ANSWERED,2025-10-05 12:37:05.000000+00,
602,327,10,1,2025-10-07 11:55:25.000000+00,,,MISSED,2025-10-07 12:00:25.000000+00,
603,327,10,2,2025-10-07 13:55:25.000000+00,,,MISSED,2025-10-07 14:00:25.000000+00,
604,328,10,1,2025-10-14 12:34:16.000000+00,,,MISSED,2025-10-14 12:39:16.000000+00,
605,328,10,2,2025-10-14 14:34:16.000000+00,,,MISSED,2025-10-14 14:39:16.000000+00,
606,328,10,3,2025-10-14 16:34:16.000000+00,,,MISSED,2025-10-14 16:39:16.000000+00,
607,328,10,4,2025-10-14 18:34:16.000000+00,,,MISSED,2025-10-14 18:39:16.000000+00,
608,328,10,5,2025-10-14 20:34:16.000000+00,,,MISSED,2025-10-14 20:39:16.000000+00,
609,329,8,1,2025-11-02 16:19:35.000000+00,2025-11-02 16:19:55.000000+00,2025-11-02 16:23:10.000000+00,ANSWERED,2025-11-02 16:24:35.000000+00,
610,330,10,1,2025-12-10 18:07:32.000000+00,2025-12-10 18:07:49.000000+00,2025-12-10 18:10:34.000000+00,ANSWERED,2025-12-10 18:12:32.000000+00,
611,331,10,1,2025-12-29 13:48:27.000000+00,2025-12-29 13:48:39.000000+00,2025-12-29 13:51:10.000000+00,ANSWERED,2025-12-29 13:53:27.000000+00,
612,332,10,1,2026-01-07 14:59:17.000000+00,,,MISSED,2026-01-07 15:04:17.000000+00,
613,332,10,2,2026-01-07 18:59:17.000000+00,2026-01-07 18:59:33.000000+00,2026-01-07 19:03:07.000000+00,ANSWERED,2026-01-07 19:04:17.000000+00,
614,333,7,1,2024-02-19 16:38:56.000000+00,,,MISSED,2024-02-19 16:43:56.000000+00,
615,333,7,2,2024-02-19 18:38:56.000000+00,2024-02-19 18:39:11.000000+00,2024-02-19 18:42:57.000000+00,ANSWERED,2024-02-19 18:43:56.000000+00,
616,334,8,1,2024-02-25 12:28:52.000000+00,,,MISSED,2024-02-25 12:33:52.000000+00,
617,334,8,2,2024-02-25 14:28:52.000000+00,,,MISSED,2024-02-25 14:33:52.000000+00,
618,334,8,3,2024-02-25 16:28:52.000000+00,,,MISSED,2024-02-25 16:33:52.000000+00,
619,335,10,1,2024-03-02 18:35:37.000000+00,,,MISSED,2024-03-02 18:40:37.000000+00,
620,336,10,1,2024-03-20 17:18:54.000000+00,2024-03-20 17:19:10.000000+00,2024-03-20 17:21:31.000000+00,ANSWERED,2024-03-20 17:23:54.000000+00,
621,337,7,1,2024-03-28 11:56:00.000000+00,2024-03-28 11:56:18.000000+00,2024-03-28 11:59:45.000000+00,ANSWERED,2024-03-28 12:01:00.000000+00,
622,338,10,1,2024-04-01 13:24:43.000000+00,2024-04-01 13:25:01.000000+00,2024-04-01 13:28:38.000000+00,ANSWERED,2024-04-01 13:29:43.000000+00,
623,339,8,1,2024-05-19 10:22:40.000000+00,,,MISSED,2024-05-19 10:27:40.000000+00,
624,339,8,2,2024-05-19 14:22:40.000000+00,2024-05-19 14:23:03.000000+00,2024-05-19 14:27:02.000000+00,ANSWERED,2024-05-19 14:27:40.000000+00,
625,340,7,1,2024-06-29 17:56:51.000000+00,2024-06-29 17:57:09.000000+00,2024-06-29 18:01:09.000000+00,ANSWERED,2024-06-29 18:01:51.000000+00,
626,341,7,1,2024-07-25 15:41:52.000000+00,2024-07-25 15:42:05.000000+00,2024-07-25 15:45:18.000000+00,ANSWERED,2024-07-25 15:46:52.000000+00,
627,342,6,1,2024-07-29 17:16:18.000000+00,2024-07-29 17:16:33.000000+00,2024-07-29 17:19:48.000000+00,ANSWERED,2024-07-29 17:21:18.000000+00,
628,343,8,1,2024-08-21 17:31:50.000000+00,,,MISSED,2024-08-21 17:36:50.000000+00,
629,344,10,1,2024-08-28 14:35:56.000000+00,2024-08-28 14:36:15.000000+00,2024-08-28 14:39:32.000000+00,ANSWERED,2024-08-28 14:40:56.000000+00,
630,345,8,1,2024-09-05 11:31:36.000000+00,2024-09-05 11:32:00.000000+00,2024-09-05 11:35:50.000000+00,ANSWERED,2024-09-05 11:36:36.000000+00,
631,346,10,1,2024-09-17 11:33:17.000000+00,2024-09-17 11:33:37.000000+00,2024-09-17 11:37:07.000000+00,ANSWERED,2024-09-17 11:38:17.000000+00,
632,347,10,1,2024-10-12 13:07:34.000000+00,,,MISSED,2024-10-12 13:12:34.000000+00,
633,347,10,2,2024-10-12 21:07:34.000000+00,,,MISSED,2024-10-12 21:12:34.000000+00,
634,347,10,3,2024-10-13 05:07:34.000000+00,,,MISSED,2024-10-13 05:12:34.000000+00,
635,348,7,1,2024-10-13 16:27:19.000000+00,,,MISSED,2024-10-13 16:32:19.000000+00,
636,348,7,2,2024-10-13 20:27:19.000000+00,2024-10-13 20:27:35.000000+00,2024-10-13 20:30:41.000000+00,ANSWERED,2024-10-13 20:32:19.000000+00,
637,349,10,1,2024-10-29 16:43:33.000000+00,,,MISSED,2024-10-29 16:48:33.000000+00,
638,349,10,2,2024-10-29 18:43:33.000000+00,,,MISSED,2024-10-29 18:48:33.000000+00,
639,349,10,3,2024-10-29 20:43:33.000000+00,2024-10-29 20:43:58.000000+00,2024-10-29 20:47:46.000000+00,ANSWERED,2024-10-29 20:48:33.000000+00,
640,350,6,1,2024-11-03 20:18:46.000000+00,2024-11-03 20:19:04.000000+00,2024-11-03 20:22:22.000000+00,ANSWERED,2024-11-03 20:23:46.000000+00,
641,351,6,1,2024-11-04 10:08:42.000000+00,,,MISSED,2024-11-04 10:13:42.000000+00,
642,351,6,2,2024-11-04 12:08:42.000000+00,2024-11-04 12:08:59.000000+00,2024-11-04 12:12:37.000000+00,ANSWERED,2024-11-04 12:13:42.000000+00,
643,352,6,1,2024-11-04 11:49:43.000000+00,,,MISSED,2024-11-04 11:54:43.000000+00,
644,352,6,2,2024-11-04 13:49:43.000000+00,2024-11-04 13:49:51.000000+00,2024-11-04 13:52:19.000000+00,ANSWERED,2024-11-04 13:54:43.000000+00,
645,353,10,1,2024-11-07 14:44:07.000000+00,2024-11-07 14:44:18.000000+00,2024-11-07 14:47:38.000000+00,ANSWERED,2024-11-07 14:49:07.000000+00,
646,354,10,1,2024-12-02 11:40:31.000000+00,,,MISSED,2024-12-02 11:45:31.000000+00,
647,354,10,2,2024-12-02 15:40:31.000000+00,2024-12-02 15:40:55.000000+00,2024-12-02 15:44:49.000000+00,ANSWERED,2024-12-02 15:45:31.000000+00,
648,355,8,1,2024-12-25 14:51:46.000000+00,,,MISSED,2024-12-25 14:56:46.000000+00,
649,355,8,2,2024-12-25 18:51:46.000000+00,2024-12-25 18:51:57.000000+00,2024-12-25 18:54:06.000000+00,ANSWERED,2024-12-25 18:56:46.000000+00,
650,356,6,1,2024-12-26 17:28:51.000000+00,,,MISSED,2024-12-26 17:33:51.000000+00,
651,356,6,2,2024-12-27 01:28:51.000000+00,,,MISSED,2024-12-27 01:33:51.000000+00,
652,356,6,3,2024-12-27 09:28:51.000000+00,,,MISSED,2024-12-27 09:33:51.000000+00,
653,356,6,4,2024-12-27 17:28:51.000000+00,,,MISSED,2024-12-27 17:33:51.000000+00,
654,357,10,1,2025-01-02 13:33:39.000000+00,2025-01-02 13:34:03.000000+00,2025-01-02 13:36:28.000000+00,ANSWERED,2025-01-02 13:38:39.000000+00,
655,358,6,1,2025-01-26 17:56:26.000000+00,,,MISSED,2025-01-26 18:01:26.000000+00,
656,358,6,2,2025-01-26 19:56:26.000000+00,,,MISSED,2025-01-26 20:01:26.000000+00,
657,358,6,3,2025-01-26 21:56:26.000000+00,,,MISSED,2025-01-26 22:01:26.000000+00,
658,359,9,1,2025-03-03 13:44:24.000000+00,2025-03-03 13:44:33.000000+00,2025-03-03 13:48:14.000000+00,ANSWERED,2025-03-03 13:49:24.000000+00,
659,360,9,1,2025-03-07 15:05:45.000000+00,2025-03-07 15:05:59.000000+00,2025-03-07 15:08:45.000000+00,ANSWERED,2025-03-07 15:10:45.000000+00,
660,361,6,1,2025-03-15 12:48:41.000000+00,2025-03-15 12:48:59.000000+00,2025-03-15 12:51:10.000000+00,ANSWERED,2025-03-15 12:53:41.000000+00,
661,362,10,1,2025-03-31 13:22:03.000000+00,2025-03-31 13:22:21.000000+00,2025-03-31 13:24:34.000000+00,ANSWERED,2025-03-31 13:27:03.000000+00,
662,363,6,1,2025-04-10 12:36:47.000000+00,,,MISSED,2025-04-10 12:41:47.000000+00,
663,363,6,2,2025-04-10 14:36:47.000000+00,2025-04-10 14:36:58.000000+00,2025-04-10 14:39:23.000000+00,ANSWERED,2025-04-10 14:41:47.000000+00,
664,364,9,1,2025-05-06 13:57:03.000000+00,2025-05-06 13:57:22.000000+00,2025-05-06 13:59:44.000000+00,ANSWERED,2025-05-06 14:02:03.000000+00,
665,365,9,1,2025-05-25 12:26:22.000000+00,,,MISSED,2025-05-25 12:31:22.000000+00,
666,365,9,2,2025-05-25 16:26:22.000000+00,,,MISSED,2025-05-25 16:31:22.000000+00,
667,365,9,3,2025-05-25 20:26:22.000000+00,,,MISSED,2025-05-25 20:31:22.000000+00,
668,366,8,1,2025-05-28 15:31:06.000000+00,2025-05-28 15:31:30.000000+00,2025-05-28 15:35:03.000000+00,ANSWERED,2025-05-28 15:36:06.000000+00,
669,367,6,1,2025-06-02 16:07:59.000000+00,2025-06-02 16:08:20.000000+00,2025-06-02 16:12:02.000000+00,ANSWERED,2025-06-02 16:12:59.000000+00,
670,368,9,1,2025-06-15 16:04:32.000000+00,2025-06-15 16:04:41.000000+00,2025-06-15 16:07:21.000000+00,ANSWERED,2025-06-15 16:09:32.000000+00,
671,369,9,1,2025-06-30 17:31:38.000000+00,2025-06-30 17:31:54.000000+00,2025-06-30 17:35:13.000000+00,ANSWERED,2025-06-30 17:36:38.000000+00,
672,370,9,1,2025-07-10 17:37:19.000000+00,,,MISSED,2025-07-10 17:42:19.000000+00,
673,371,9,1,2025-08-02 19:13:45.000000+00,,,MISSED,2025-08-02 19:18:45.000000+00,
674,371,9,2,2025-08-03 03:13:45.000000+00,2025-08-03 03:13:56.000000+00,2025-08-03 03:17:18.000000+00,ANSWERED,2025-08-03 03:18:45.000000+00,
675,372,6,1,2025-08-06 10:11:01.000000+00,2025-08-06 10:11:11.000000+00,2025-08-06 10:14:49.000000+00,ANSWERED,2025-08-06 10:16:01.000000+00,
676,373,7,1,2025-08-10 10:55:18.000000+00,2025-08-10 10:55:31.000000+00,2025-08-10 10:58:16.000000+00,ANSWERED,2025-08-10 11:00:18.000000+00,
677,374,9,1,2025-08-14 12:55:50.000000+00,2025-08-14 12:56:14.000000+00,2025-08-14 12:59:32.000000+00,ANSWERED,2025-08-14 13:00:50.000000+00,
678,375,9,1,2025-08-16 15:17:39.000000+00,,,MISSED,2025-08-16 15:22:39.000000+00,
679,375,9,2,2025-08-16 19:17:39.000000+00,,,MISSED,2025-08-16 19:22:39.000000+00,
680,375,9,3,2025-08-16 23:17:39.000000+00,2025-08-16 23:18:03.000000+00,2025-08-16 23:20:18.000000+00,ANSWERED,2025-08-16 23:22:39.000000+00,
681,376,8,1,2025-09-21 12:16:43.000000+00,,,MISSED,2025-09-21 12:21:43.000000+00,
682,376,8,2,2025-09-21 16:16:43.000000+00,,,MISSED,2025-09-21 16:21:43.000000+00,
683,376,8,3,2025-09-21 20:16:43.000000+00,,,MISSED,2025-09-21 20:21:43.000000+00,
684,377,10,1,2025-10-02 14:21:00.000000+00,,,MISSED,2025-10-02 14:26:00.000000+00,
685,377,10,2,2025-10-02 16:21:00.000000+00,2025-10-02 16:21:23.000000+00,2025-10-02 16:23:39.000000+00,ANSWERED,2025-10-02 16:26:00.000000+00,
686,378,10,1,2025-10-09 13:55:45.000000+00,2025-10-09 13:55:57.000000+00,2025-10-09 13:58:43.000000+00,ANSWERED,2025-10-09 14:00:45.000000+00,
687,379,6,1,2025-10-16 13:01:13.000000+00,2025-10-16 13:01:37.000000+00,2025-10-16 13:04:42.000000+00,ANSWERED,2025-10-16 13:06:13.000000+00,
688,380,10,1,2025-10-17 12:46:39.000000+00,,,MISSED,2025-10-17 12:51:39.000000+00,
689,380,10,2,2025-10-17 16:46:39.000000+00,2025-10-17 16:46:58.000000+00,2025-10-17 16:50:36.000000+00,ANSWERED,2025-10-17 16:51:39.000000+00,
690,381,9,1,2025-10-18 09:38:52.000000+00,2025-10-18 09:39:04.000000+00,2025-10-18 09:42:57.000000+00,ANSWERED,2025-10-18 09:43:52.000000+00,
691,382,8,1,2025-11-11 18:39:34.000000+00,,,MISSED,2025-11-11 18:44:34.000000+00,
692,382,8,2,2025-11-11 20:39:34.000000+00,,,MISSED,2025-11-11 20:44:34.000000+00,
693,382,8,3,2025-11-11 22:39:34.000000+00,2025-11-11 22:39:55.000000+00,2025-11-11 22:43:06.000000+00,ANSWERED,2025-11-11 22:44:34.000000+00,
694,383,8,1,2025-12-19 17:52:49.000000+00,2025-12-19 17:53:13.000000+00,2025-12-19 17:55:54.000000+00,ANSWERED,2025-12-19 17:57:49.000000+00,
695,384,8,1,2025-12-24 11:21:35.000000+00,2025-12-24 11:21:57.000000+00,2025-12-24 11:25:33.000000+00,ANSWERED,2025-12-24 11:26:35.000000+00,
696,385,10,1,2024-01-18 19:04:35.000000+00,,,MISSED,2024-01-18 19:09:35.000000+00,
697,385,10,2,2024-01-18 21:04:35.000000+00,2024-01-18 21:04:52.000000+00,2024-01-18 21:07:27.000000+00,ANSWERED,2024-01-18 21:09:35.000000+00,
698,386,8,1,2024-03-07 12:46:15.000000+00,,,MISSED,2024-03-07 12:51:15.000000+00,
699,387,9,1,2024-03-18 12:41:23.000000+00,2024-03-18 12:41:47.000000+00,2024-03-18 12:44:30.000000+00,ANSWERED,2024-03-18 12:46:23.000000+00,
700,388,10,1,2024-04-01 16:26:56.000000+00,2024-04-01 16:27:12.000000+00,2024-04-01 16:30:46.000000+00,ANSWERED,2024-04-01 16:31:56.000000+00,
701,389,8,1,2024-04-13 11:39:12.000000+00,2024-04-13 11:39:33.000000+00,2024-04-13 11:42:16.000000+00,ANSWERED,2024-04-13 11:44:12.000000+00,
702,390,10,1,2024-04-23 10:21:34.000000+00,,,MISSED,2024-04-23 10:26:34.000000+00,
703,390,10,2,2024-04-23 14:21:34.000000+00,,,MISSED,2024-04-23 14:26:34.000000+00,
704,390,10,3,2024-04-23 18:21:34.000000+00,,,MISSED,2024-04-23 18:26:34.000000+00,
705,390,10,4,2024-04-23 22:21:34.000000+00,2024-04-23 22:21:52.000000+00,2024-04-23 22:25:33.000000+00,ANSWERED,2024-04-23 22:26:34.000000+00,
706,391,9,1,2024-04-29 13:47:15.000000+00,,,MISSED,2024-04-29 13:52:15.000000+00,
707,391,9,2,2024-04-29 17:47:15.000000+00,2024-04-29 17:47:32.000000+00,2024-04-29 17:51:19.000000+00,ANSWERED,2024-04-29 17:52:15.000000+00,
708,392,10,1,2024-05-11 19:52:46.000000+00,,,MISSED,2024-05-11 19:57:46.000000+00,
709,392,10,2,2024-05-11 21:52:46.000000+00,,,MISSED,2024-05-11 21:57:46.000000+00,
710,392,10,3,2024-05-11 23:52:46.000000+00,,,MISSED,2024-05-11 23:57:46.000000+00,
711,393,6,1,2024-05-26 14:55:23.000000+00,,,MISSED,2024-05-26 15:00:23.000000+00,
712,394,10,1,2024-06-04 16:42:34.000000+00,,,MISSED,2024-06-04 16:47:34.000000+00,
713,394,10,2,2024-06-04 20:42:34.000000+00,,,MISSED,2024-06-04 20:47:34.000000+00,
714,394,10,3,2024-06-05 00:42:34.000000+00,2024-06-05 00:42:55.000000+00,2024-06-05 00:46:38.000000+00,ANSWERED,2024-06-05 00:47:34.000000+00,
715,395,6,1,2024-06-24 17:36:50.000000+00,,,MISSED,2024-06-24 17:41:50.000000+00,
716,396,10,1,2024-08-21 11:15:23.000000+00,2024-08-21 11:15:31.000000+00,2024-08-21 11:19:19.000000+00,ANSWERED,2024-08-21 11:20:23.000000+00,
717,397,10,1,2024-08-24 16:31:01.000000+00,,,MISSED,2024-08-24 16:36:01.000000+00,
718,397,10,2,2024-08-24 18:31:01.000000+00,2024-08-24 18:31:13.000000+00,2024-08-24 18:33:18.000000+00,ANSWERED,2024-08-24 18:36:01.000000+00,
719,398,10,1,2024-09-22 11:30:38.000000+00,,,MISSED,2024-09-22 11:35:38.000000+00,
720,398,10,2,2024-09-22 19:30:38.000000+00,2024-09-22 19:30:53.000000+00,2024-09-22 19:33:40.000000+00,ANSWERED,2024-09-22 19:35:38.000000+00,
721,399,8,1,2024-10-13 13:19:53.000000+00,,,MISSED,2024-10-13 13:24:53.000000+00,
722,399,8,2,2024-10-13 17:19:53.000000+00,2024-10-13 17:20:08.000000+00,2024-10-13 17:24:00.000000+00,ANSWERED,2024-10-13 17:24:53.000000+00,
723,400,7,1,2024-10-26 14:42:04.000000+00,2024-10-26 14:42:16.000000+00,2024-10-26 14:44:46.000000+00,ANSWERED,2024-10-26 14:47:04.000000+00,
724,401,7,1,2024-10-29 14:16:30.000000+00,,,MISSED,2024-10-29 14:21:30.000000+00,
725,401,7,2,2024-10-29 18:16:30.000000+00,2024-10-29 18:16:41.000000+00,2024-10-29 18:20:26.000000+00,ANSWERED,2024-10-29 18:21:30.000000+00,
726,402,6,1,2024-11-11 17:02:49.000000+00,,,MISSED,2024-11-11 17:07:49.000000+00,
727,402,6,2,2024-11-11 19:02:49.000000+00,2024-11-11 19:03:07.000000+00,2024-11-11 19:06:58.000000+00,ANSWERED,2024-11-11 19:07:49.000000+00,
728,403,9,1,2024-11-29 12:56:47.000000+00,2024-11-29 12:57:05.000000+00,2024-11-29 12:59:05.000000+00,ANSWERED,2024-11-29 13:01:47.000000+00,
729,404,9,1,2024-12-26 12:05:45.000000+00,2024-12-26 12:06:09.000000+00,2024-12-26 12:08:13.000000+00,ANSWERED,2024-12-26 12:10:45.000000+00,
730,405,9,1,2025-01-23 15:21:16.000000+00,2025-01-23 15:21:37.000000+00,2025-01-23 15:24:58.000000+00,ANSWERED,2025-01-23 15:26:16.000000+00,
731,406,10,1,2025-02-07 14:28:35.000000+00,,,MISSED,2025-02-07 14:33:35.000000+00,
732,406,10,2,2025-02-07 22:28:35.000000+00,2025-02-07 22:28:46.000000+00,2025-02-07 22:31:09.000000+00,ANSWERED,2025-02-07 22:33:35.000000+00,
733,407,9,1,2025-02-08 17:33:50.000000+00,2025-02-08 17:34:14.000000+00,2025-02-08 17:36:50.000000+00,ANSWERED,2025-02-08 17:38:50.000000+00,
734,408,7,1,2025-02-10 09:10:52.000000+00,,,MISSED,2025-02-10 09:15:52.000000+00,
735,408,7,2,2025-02-10 11:10:52.000000+00,2025-02-10 11:11:12.000000+00,2025-02-10 11:14:01.000000+00,ANSWERED,2025-02-10 11:15:52.000000+00,
736,409,7,1,2025-02-16 19:44:41.000000+00,,,MISSED,2025-02-16 19:49:41.000000+00,
737,409,7,2,2025-02-16 23:44:41.000000+00,2025-02-16 23:45:04.000000+00,2025-02-16 23:48:35.000000+00,ANSWERED,2025-02-16 23:49:41.000000+00,
738,410,9,1,2025-02-22 14:17:02.000000+00,2025-02-22 14:17:17.000000+00,2025-02-22 14:21:05.000000+00,ANSWERED,2025-02-22 14:22:02.000000+00,
739,411,6,1,2025-02-23 12:30:22.000000+00,2025-02-23 12:30:44.000000+00,2025-02-23 12:34:39.000000+00,ANSWERED,2025-02-23 12:35:22.000000+00,
740,412,10,1,2025-03-17 14:42:22.000000+00,,,MISSED,2025-03-17 14:47:22.000000+00,
741,412,10,2,2025-03-17 18:42:22.000000+00,2025-03-17 18:42:43.000000+00,2025-03-17 18:45:20.000000+00,ANSWERED,2025-03-17 18:47:22.000000+00,
742,413,8,1,2025-03-25 10:09:32.000000+00,2025-03-25 10:09:44.000000+00,2025-03-25 10:11:44.000000+00,ANSWERED,2025-03-25 10:14:32.000000+00,
743,414,6,1,2025-04-10 18:34:43.000000+00,2025-04-10 18:34:56.000000+00,2025-04-10 18:38:01.000000+00,ANSWERED,2025-04-10 18:39:43.000000+00,
744,415,10,1,2025-04-27 13:27:33.000000+00,,,MISSED,2025-04-27 13:32:33.000000+00,
745,415,10,2,2025-04-27 15:27:33.000000+00,,,MISSED,2025-04-27 15:32:33.000000+00,
746,415,10,3,2025-04-27 17:27:33.000000+00,2025-04-27 17:27:47.000000+00,2025-04-27 17:30:23.000000+00,ANSWERED,2025-04-27 17:32:33.000000+00,
747,416,10,1,2025-04-30 13:18:57.000000+00,,,MISSED,2025-04-30 13:23:57.000000+00,
748,416,10,2,2025-04-30 17:18:57.000000+00,,,MISSED,2025-04-30 17:23:57.000000+00,
749,416,10,3,2025-04-30 21:18:57.000000+00,2025-04-30 21:19:21.000000+00,2025-04-30 21:21:29.000000+00,ANSWERED,2025-04-30 21:23:57.000000+00,
750,417,10,1,2025-05-11 11:17:53.000000+00,2025-05-11 11:18:06.000000+00,2025-05-11 11:21:50.000000+00,ANSWERED,2025-05-11 11:22:53.000000+00,
751,418,6,1,2025-05-20 14:07:54.000000+00,,,MISSED,2025-05-20 14:12:54.000000+00,
752,418,6,2,2025-05-20 16:07:54.000000+00,2025-05-20 16:08:05.000000+00,2025-05-20 16:11:48.000000+00,ANSWERED,2025-05-20 16:12:54.000000+00,
753,419,6,1,2025-05-23 13:41:08.000000+00,,,MISSED,2025-05-23 13:46:08.000000+00,
754,419,6,2,2025-05-23 17:41:08.000000+00,2025-05-23 17:41:18.000000+00,2025-05-23 17:43:42.000000+00,ANSWERED,2025-05-23 17:46:08.000000+00,
755,420,8,1,2025-06-09 14:25:44.000000+00,2025-06-09 14:25:56.000000+00,2025-06-09 14:29:13.000000+00,ANSWERED,2025-06-09 14:30:44.000000+00,
756,421,10,1,2025-06-30 12:44:21.000000+00,,,MISSED,2025-06-30 12:49:21.000000+00,
757,422,7,1,2025-07-14 11:41:43.000000+00,,,MISSED,2025-07-14 11:46:43.000000+00,
758,422,7,2,2025-07-14 19:41:43.000000+00,2025-07-14 19:41:53.000000+00,2025-07-14 19:45:12.000000+00,ANSWERED,2025-07-14 19:46:43.000000+00,
759,423,10,1,2025-07-19 13:05:11.000000+00,2025-07-19 13:05:19.000000+00,2025-07-19 13:08:53.000000+00,ANSWERED,2025-07-19 13:10:11.000000+00,
760,424,10,1,2025-07-26 14:41:03.000000+00,,,MISSED,2025-07-26 14:46:03.000000+00,
761,424,10,2,2025-07-26 16:41:03.000000+00,2025-07-26 16:41:18.000000+00,2025-07-26 16:44:24.000000+00,ANSWERED,2025-07-26 16:46:03.000000+00,
762,425,9,1,2025-08-11 12:40:59.000000+00,2025-08-11 12:41:12.000000+00,2025-08-11 12:44:14.000000+00,ANSWERED,2025-08-11 12:45:59.000000+00,
763,426,9,1,2025-08-17 12:37:31.000000+00,2025-08-17 12:37:53.000000+00,2025-08-17 12:41:03.000000+00,ANSWERED,2025-08-17 12:42:31.000000+00,
764,427,10,1,2025-08-19 19:31:40.000000+00,2025-08-19 19:31:53.000000+00,2025-08-19 19:35:01.000000+00,ANSWERED,2025-08-19 19:36:40.000000+00,
765,428,10,1,2025-08-20 15:43:41.000000+00,,,MISSED,2025-08-20 15:48:41.000000+00,
766,428,10,2,2025-08-20 19:43:41.000000+00,2025-08-20 19:44:05.000000+00,2025-08-20 19:46:56.000000+00,ANSWERED,2025-08-20 19:48:41.000000+00,
767,429,8,1,2025-09-15 12:20:42.000000+00,,,MISSED,2025-09-15 12:25:42.000000+00,
768,429,8,2,2025-09-15 16:20:42.000000+00,,,MISSED,2025-09-15 16:25:42.000000+00,
769,429,8,3,2025-09-15 20:20:42.000000+00,2025-09-15 20:21:04.000000+00,2025-09-15 20:24:29.000000+00,ANSWERED,2025-09-15 20:25:42.000000+00,
770,430,9,1,2025-09-28 17:38:48.000000+00,2025-09-28 17:39:07.000000+00,2025-09-28 17:41:30.000000+00,ANSWERED,2025-09-28 17:43:48.000000+00,
771,431,7,1,2025-11-04 13:13:08.000000+00,2025-11-04 13:13:24.000000+00,2025-11-04 13:16:05.000000+00,ANSWERED,2025-11-04 13:18:08.000000+00,
772,432,10,1,2025-11-12 18:40:28.000000+00,,,MISSED,2025-11-12 18:45:28.000000+00,
773,432,10,2,2025-11-12 22:40:28.000000+00,2025-11-12 22:40:53.000000+00,2025-11-12 22:43:39.000000+00,ANSWERED,2025-11-12 22:45:28.000000+00,
774,433,6,1,2025-11-22 13:19:51.000000+00,,,MISSED,2025-11-22 13:24:51.000000+00,
775,433,6,2,2025-11-22 17:19:51.000000+00,2025-11-22 17:20:03.000000+00,2025-11-22 17:23:04.000000+00,ANSWERED,2025-11-22 17:24:51.000000+00,
776,434,10,1,2025-12-06 11:23:30.000000+00,,,MISSED,2025-12-06 11:28:30.000000+00,
777,434,10,2,2025-12-06 15:23:30.000000+00,,,MISSED,2025-12-06 15:28:30.000000+00,
778,434,10,3,2025-12-06 19:23:30.000000+00,,,MISSED,2025-12-06 19:28:30.000000+00,
779,434,10,4,2025-12-06 23:23:30.000000+00,,,MISSED,2025-12-06 23:28:30.000000+00,
780,434,10,5,2025-12-07 03:23:30.000000+00,,,MISSED,2025-12-07 03:28:30.000000+00,
781,435,10,1,2025-12-08 17:40:23.000000+00,,,MISSED,2025-12-08 17:45:23.000000+00,
782,435,10,2,2025-12-08 19:40:23.000000+00,,,MISSED,2025-12-08 19:45:23.000000+00,
783,435,10,3,2025-12-08 21:40:23.000000+00,2025-12-08 21:40:35.000000+00,2025-12-08 21:43:16.000000+00,ANSWERED,2025-12-08 21:45:23.000000+00,
784,436,7,1,2025-12-15 14:56:58.000000+00,,,MISSED,2025-12-15 15:01:58.000000+00,
785,436,7,2,2025-12-15 18:56:58.000000+00,2025-12-15 18:57:20.000000+00,2025-12-15 19:00:25.000000+00,ANSWERED,2025-12-15 19:01:58.000000+00,
786,437,8,1,2024-01-20 11:35:40.000000+00,2024-01-20 11:36:05.000000+00,2024-01-20 11:39:29.000000+00,ANSWERED,2024-01-20 11:40:40.000000+00,
