id,issue_id,assignment_id,raised_by_supervisor_id,target_solver_id,complaint_details,complaint_image_url,created_at,updated_at
886,9499,9042,3,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_886.jpg,2025-05-16 17:46:37.000000+00,2025-05-17 05:46:37.000000+00
887,9502,9045,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_887.jpg,2023-04-30 16:52:50.000000+00,2023-05-01 07:52:50.000000+00
888,9507,9049,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_888.jpg,2022-03-15 11:01:23.000000+00,2022-03-16 03:01:23.000000+00
889,9534,9075,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_889.jpg,2024-06-24 11:33:17.000000+00,2024-06-24 20:33:17.000000+00
890,9537,9078,2,7,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_890.jpg,2025-05-27 18:26:07.000000+00,2025-05-28 00:26:07.000000+00
891,9546,9087,1,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_891.jpg,2023-01-15 11:36:11.000000+00,2023-01-15 15:36:11.000000+00
892,9562,9103,2,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_892.jpg,2025-10-03 14:56:51.000000+00,2025-10-03 15:56:51.000000+00
893,9567,9107,2,10,Improper repair done.,https://storage.facility.com/complaints/comp_893.jpg,2022-12-06 14:56:07.000000+00,2022-12-07 01:56:07.000000+00
894,9574,9112,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_894.jpg,2022-03-05 15:17:05.000000+00,2022-03-05 19:17:05.000000+00
895,9585,9121,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_895.jpg,2023-07-18 09:28:40.000000+00,2023-07-19 06:28:40.000000+00
896,9605,9140,2,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_896.jpg,2023-12-03 09:24:49.000000+00,2023-12-03 23:24:49.000000+00
897,9607,9142,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_897.jpg,2024-02-29 18:07:50.000000+00,2024-02-29 23:07:50.000000+00
898,9616,9151,1,7,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_898.jpg,2025-03-19 10:40:26.000000+00,2025-03-20 01:40:26.000000+00
899,9628,9164,3,6,Work not completed as per standards.,https://storage.facility.com/complaints/comp_899.jpg,2025-01-28 14:11:41.000000+00,2025-01-29 10:11:41.000000+00
900,9633,9169,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_900.jpg,2024-07-05 02:32:08.000000+00,2024-07-05 07:32:08.000000+00
901,9634,9170,2,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_901.jpg,2024-02-07 11:14:57.000000+00,2024-02-07 12:14:57.000000+00
902,9655,9190,2,9,Improper repair done.,https://storage.facility.com/complaints/comp_902.jpg,2024-01-24 11:46:58.000000+00,2024-01-24 19:46:58.000000+00
903,9665,9196,3,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_903.jpg,2023-04-18 03:28:20.000000+00,2023-04-18 15:28:20.000000+00
904,9669,9199,2,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_904.jpg,2024-10-05 10:09:22.000000+00,2024-10-06 02:09:22.000000+00
905,9670,9200,1,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_905.jpg,2023-09-05 20:38:17.000000+00,2023-09-06 14:38:17.000000+00
906,9671,9201,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_906.jpg,2025-12-10 01:54:15.000000+00,2025-12-10 11:54:15.000000+00
907,9676,9205,3,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_907.jpg,2024-09-28 18:12:28.000000+00,2024-09-29 10:12:28.000000+00
908,9683,9213,3,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_908.jpg,2025-02-17 13:35:57.000000+00,2025-02-18 06:35:57.000000+00
909,9686,9216,2,10,Improper repair done.,https://storage.facility.com/complaints/comp_909.jpg,2022-03-20 15:21:53.000000+00,2022-03-20 19:21:53.000000+00
910,9690,9221,3,7,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_910.jpg,2023-09-09 11:43:24.000000+00,2023-09-09 13:43:24.000000+00
911,9693,9226,3,7,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_911.jpg,2025-03-09 07:24:17.000000+00,2025-03-10 07:24:17.000000+00
912,9700,9233,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_912.jpg,2024-04-20 23:26:19.000000+00,2024-04-21 19:26:19.000000+00
913,9706,9240,2,7,Improper repair done.,https://storage.facility.com/complaints/comp_913.jpg,2022-04-27 08:06:38.000000+00,2022-04-27 19:06:38.000000+00
914,9718,9251,2,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_914.jpg,2022-03-29 09:55:19.000000+00,2022-03-29 10:55:19.000000+00
915,9721,9254,1,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_915.jpg,2025-07-21 03:47:44.000000+00,2025-07-21 20:47:44.000000+00
916,9739,9272,3,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_916.jpg,2023-08-14 18:00:17.000000+00,2023-08-14 23:00:17.000000+00
917,9741,9274,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_917.jpg,2022-11-20 08:55:34.000000+00,2022-11-20 13:55:34.000000+00
918,9750,9283,3,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_918.jpg,2024-02-26 12:08:44.000000+00,2024-02-27 01:08:44.000000+00
919,9763,9297,2,10,Improper repair done.,https://storage.facility.com/complaints/comp_919.jpg,2024-05-02 10:44:12.000000+00,2024-05-03 02:44:12.000000+00
920,9766,9300,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_920.jpg,2025-06-21 09:29:03.000000+00,2025-06-22 00:29:03.000000+00
921,9767,9301,1,8,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_921.jpg,2024-02-09 10:14:56.000000+00,2024-02-09 13:14:56.000000+00
922,9781,9316,2,7,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_922.jpg,2025-04-24 12:16:20.000000+00,2025-04-25 07:16:20.000000+00
923,9793,9327,1,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_923.jpg,2026-01-20 04:05:37.000000+00,2026-01-21 03:05:37.000000+00
924,9794,9329,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_924.jpg,2025-02-17 14:02:43.000000+00,2025-02-18 01:02:43.000000+00
925,9797,9332,2,8,Work not completed as per standards.,https://storage.facility.com/complaints/comp_925.jpg,2025-07-31 13:45:14.000000+00,2025-08-01 12:45:14.000000+00
926,9798,9333,1,8,Work not completed as per standards.,https://storage.facility.com/complaints/comp_926.jpg,2026-01-07 18:14:50.000000+00,2026-01-08 00:14:50.000000+00
927,9807,9342,3,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_927.jpg,2024-04-29 10:08:11.000000+00,2024-04-30 01:08:11.000000+00
928,9815,9349,2,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_928.jpg,2024-08-27 17:51:06.000000+00,2024-08-28 09:51:06.000000+00
929,9837,9370,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_929.jpg,2024-10-04 16:30:05.000000+00,2024-10-05 12:30:05.000000+00
930,9846,9379,1,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_930.jpg,2025-05-30 11:35:43.000000+00,2025-05-30 16:35:43.000000+00
931,9855,9388,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_931.jpg,2023-10-22 15:04:32.000000+00,2023-10-22 19:04:32.000000+00
932,9878,9411,3,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_932.jpg,2022-12-25 18:54:58.000000+00,2022-12-26 00:54:58.000000+00
933,9883,9417,3,9,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_933.jpg,2024-06-05 22:00:44.000000+00,2024-06-06 11:00:44.000000+00
934,9892,9427,1,7,Work not completed as per standards.,https://storage.facility.com/complaints/comp_934.jpg,2022-04-05 13:03:52.000000+00,2022-04-06 01:03:52.000000+00
935,9906,9438,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_935.jpg,2023-11-14 11:52:27.000000+00,2023-11-14 21:52:27.000000+00
936,9946,9474,2,10,Solver missed multiple calls.,https://storage.facility.com/complaints/comp_936.jpg,2024-04-23 14:41:27.000000+00,2024-04-24 01:41:27.000000+00
937,9970,9494,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_937.jpg,2022-08-29 13:49:54.000000+00,2022-08-29 18:49:54.000000+00
938,9971,9495,3,10,Work not completed as per standards.,https://storage.facility.com/complaints/comp_938.jpg,2025-02-10 15:51:26.000000+00,2025-02-11 09:51:26.000000+00
939,9983,9506,3,9,Improper repair done.,https://storage.facility.com/complaints/comp_939.jpg,2024-04-30 16:04:48.000000+00,2024-05-01 12:04:48.000000+00
940,9992,9515,1,8,Work not completed as per standards.,https://storage.facility.com/complaints/comp_940.jpg,2025-07-18 08:28:32.000000+00,2025-07-18 13:28:32.000000+00
941,1082,1016,1,7,Improper repair done.,https://storage.facility.com/complaints/comp_941.jpg,2024-03-26 12:20:48.000000+00,2024-03-27 12:20:48.000000+00
942,6462,6143,2,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_942.jpg,2024-01-13 14:04:51.000000+00,2024-01-13 19:04:51.000000+00
943,7418,7057,1,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_943.jpg,2023-03-06 13:08:09.000000+00,2023-03-06 19:08:09.000000+00
944,7742,7365,1,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_944.jpg,2024-05-08 14:29:52.000000+00,2024-05-09 00:29:52.000000+00
945,3403,3236,3,10,Improper repair done.,https://storage.facility.com/complaints/comp_945.jpg,2024-04-16 14:28:33.000000+00,2024-04-17 08:28:33.000000+00
946,601,567,1,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_946.jpg,2024-06-19 11:56:15.000000+00,2024-06-20 10:56:15.000000+00
947,4757,4511,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_947.jpg,2023-01-06 09:34:51.000000+00,2023-01-06 17:34:51.000000+00
948,6867,6524,1,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_948.jpg,2025-06-03 09:14:00.000000+00,2025-06-04 08:14:00.000000+00
949,3148,2988,1,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_949.jpg,2025-03-22 18:13:47.000000+00,2025-03-23 18:13:47.000000+00
950,9499,9042,3,9,Improper repair done.,https://storage.facility.com/complaints/comp_950.jpg,2025-05-06 17:46:37.000000+00,2025-05-07 04:46:37.000000+00
951,8737,8314,1,10,Improper repair done.,https://storage.facility.com/complaints/comp_951.jpg,2024-04-24 13:24:41.000000+00,2024-04-24 21:24:41.000000+00
952,4120,3904,1,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_952.jpg,2023-04-20 18:21:45.000000+00,2023-04-21 15:21:45.000000+00
953,1141,1071,3,9,Improper repair done.,https://storage.facility.com/complaints/comp_953.jpg,2024-04-01 13:46:15.000000+00,2024-04-01 14:46:15.000000+00
954,3636,3446,1,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_954.jpg,2024-05-01 09:24:52.000000+00,2024-05-01 19:24:52.000000+00
955,2042,1926,1,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_955.jpg,2025-08-15 11:08:00.000000+00,2025-08-15 13:08:00.000000+00
956,8397,7989,1,7,Improper repair done.,https://storage.facility.com/complaints/comp_956.jpg,2023-03-04 19:32:59.000000+00,2023-03-04 21:32:59.000000+00
957,43,37,3,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_957.jpg,2025-05-16 17:24:22.000000+00,2025-05-17 07:24:22.000000+00
958,2267,2139,3,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_958.jpg,2025-09-19 15:56:33.000000+00,2025-09-20 11:56:33.000000+00
959,4542,4299,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_959.jpg,2023-10-07 16:42:35.000000+00,2023-10-07 21:42:35.000000+00
960,5126,4862,3,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_960.jpg,2024-10-22 14:51:20.000000+00,2024-10-23 13:51:20.000000+00
961,7549,7177,2,7,Improper repair done.,https://storage.facility.com/complaints/comp_961.jpg,2024-11-10 20:16:39.000000+00,2024-11-11 10:16:39.000000+00
962,4583,4341,3,7,Improper repair done.,https://storage.facility.com/complaints/comp_962.jpg,2025-06-10 09:53:35.000000+00,2025-06-11 06:53:35.000000+00
963,6571,6248,1,8,Improper repair done.,https://storage.facility.com/complaints/comp_963.jpg,2025-08-22 12:17:56.000000+00,2025-08-22 14:17:56.000000+00
964,348,326,1,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_964.jpg,2023-06-12 17:08:54.000000+00,2023-06-12 20:08:54.000000+00
965,560,526,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_965.jpg,2025-07-10 12:32:54.000000+00,2025-07-11 06:32:54.000000+00
966,9959,9484,2,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_966.jpg,2024-09-15 13:11:02.000000+00,2024-09-15 15:11:02.000000+00
967,4397,4162,2,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_967.jpg,2024-09-03 09:55:54.000000+00,2024-09-04 06:55:54.000000+00
968,3746,3548,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_968.jpg,2024-06-11 17:39:41.000000+00,2024-06-11 22:39:41.000000+00
969,9713,9246,1,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_969.jpg,2025-05-08 10:06:16.000000+00,2025-05-09 02:06:16.000000+00
970,3822,3618,3,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_970.jpg,2024-12-30 08:27:44.000000+00,2024-12-30 14:27:44.000000+00
971,7794,7417,3,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_971.jpg,2025-06-30 06:29:17.000000+00,2025-06-30 09:29:17.000000+00
972,5128,4864,2,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_972.jpg,2022-07-11 09:42:59.000000+00,2022-07-11 16:42:59.000000+00
973,3571,3388,1,8,Improper repair done.,https://storage.facility.com/complaints/comp_973.jpg,2023-02-26 01:11:17.000000+00,2023-02-26 16:11:17.000000+00
974,4944,4688,2,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_974.jpg,2024-09-23 18:06:56.000000+00,2024-09-24 14:06:56.000000+00
975,903,849,3,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_975.jpg,2025-07-16 11:36:48.000000+00,2025-07-17 05:36:48.000000+00
976,5542,5265,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_976.jpg,2023-10-05 09:06:15.000000+00,2023-10-05 12:06:15.000000+00
977,7418,7057,1,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_977.jpg,2023-03-02 13:08:09.000000+00,2023-03-03 05:08:09.000000+00
978,9727,9260,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_978.jpg,2023-04-30 15:24:00.000000+00,2023-05-01 11:24:00.000000+00
979,4770,4523,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_979.jpg,2024-12-19 13:56:56.000000+00,2024-12-19 18:56:56.000000+00
980,1100,1033,2,6,Improper repair done.,https://storage.facility.com/complaints/comp_980.jpg,2024-10-22 11:21:11.000000+00,2024-10-23 08:21:11.000000+00
981,4405,4170,3,9,Improper repair done.,https://storage.facility.com/complaints/comp_981.jpg,2025-07-12 14:33:29.000000+00,2025-07-13 05:33:29.000000+00
982,2339,2209,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_982.jpg,2024-01-26 12:38:49.000000+00,2024-01-26 14:38:49.000000+00
983,7938,7550,2,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_983.jpg,2025-07-30 14:48:13.000000+00,2025-07-30 17:48:13.000000+00
984,215,202,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_984.jpg,2022-06-18 17:17:49.000000+00,2022-06-19 16:17:49.000000+00
985,8386,7978,1,7,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_985.jpg,2025-02-14 18:32:51.000000+00,2025-02-15 17:32:51.000000+00
986,4266,4035,1,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_986.jpg,2025-10-28 16:09:57.000000+00,2025-10-28 20:09:57.000000+00
987,5593,5310,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_987.jpg,2023-08-30 08:15:24.000000+00,2023-08-30 18:15:24.000000+00
988,2011,1898,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_988.jpg,2023-06-06 03:47:59.000000+00,2023-06-06 20:47:59.000000+00
989,1655,1559,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_989.jpg,2022-07-22 12:37:55.000000+00,2022-07-23 01:37:55.000000+00
990,5869,5569,3,7,Improper repair done.,https://storage.facility.com/complaints/comp_990.jpg,2022-06-18 16:48:15.000000+00,2022-06-18 23:48:15.000000+00
991,8079,7685,1,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_991.jpg,2023-07-21 12:01:06.000000+00,2023-07-22 09:01:06.000000+00
992,3510,3334,3,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_992.jpg,2023-03-13 10:33:54.000000+00,2023-03-14 06:33:54.000000+00
993,4571,4329,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_993.jpg,2023-11-29 18:02:16.000000+00,2023-11-29 21:02:16.000000+00
994,4165,3947,2,9,Improper repair done.,https://storage.facility.com/complaints/comp_994.jpg,2024-10-18 11:10:10.000000+00,2024-10-18 21:10:10.000000+00
995,3312,3145,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_995.jpg,2025-12-13 23:32:17.000000+00,2025-12-14 04:32:17.000000+00
996,2783,2635,2,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_996.jpg,2022-09-09 08:56:37.000000+00,2022-09-09 14:56:37.000000+00
997,6392,6075,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_997.jpg,2024-10-17 16:02:55.000000+00,2024-10-18 11:02:55.000000+00
998,6123,5818,2,7,Improper repair done.,https://storage.facility.com/complaints/comp_998.jpg,2024-12-28 09:09:17.000000+00,2024-12-28 21:09:17.000000+00
999,7160,6810,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_999.jpg,2024-06-18 11:28:18.000000+00,2024-06-19 09:28:18.000000+00
1000,7008,6662,3,8,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1000.jpg,2022-09-21 16:54:48.000000+00,2022-09-22 04:54:48.000000+00
1001,407,380,3,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1001.jpg,2023-07-05 09:08:20.000000+00,2023-07-05 10:08:20.000000+00
1002,2551,2411,1,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1002.jpg,2024-08-19 12:55:53.000000+00,2024-08-19 21:55:53.000000+00
1003,5860,5561,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_1003.jpg,2022-01-18 09:21:56.000000+00,2022-01-18 10:21:56.000000+00
1004,7972,7584,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1004.jpg,2022-11-03 17:42:08.000000+00,2022-11-04 03:42:08.000000+00
1005,6407,6092,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1005.jpg,2026-01-27 13:58:21.000000+00,2026-01-28 06:58:21.000000+00
1006,4346,4112,2,7,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1006.jpg,2025-10-20 16:54:52.000000+00,2025-10-21 16:54:52.000000+00
1007,3362,3196,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1007.jpg,2024-03-08 14:19:24.000000+00,2024-03-09 08:19:24.000000+00
1008,7798,7421,3,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1008.jpg,2024-11-18 04:44:12.000000+00,2024-11-18 21:44:12.000000+00
1009,6244,5938,1,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1009.jpg,2023-04-25 15:38:23.000000+00,2023-04-26 11:38:23.000000+00
1010,1161,1088,3,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1010.jpg,2025-12-09 12:39:36.000000+00,2025-12-09 14:39:36.000000+00
1011,3339,3175,2,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1011.jpg,2024-11-19 23:10:29.000000+00,2024-11-20 16:10:29.000000+00
1012,3485,3312,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1012.jpg,2024-03-22 15:43:53.000000+00,2024-03-23 09:43:53.000000+00
1013,962,903,2,8,Improper repair done.,https://storage.facility.com/complaints/comp_1013.jpg,2025-05-09 12:49:29.000000+00,2025-05-10 12:49:29.000000+00
1014,6303,5991,3,10,Improper repair done.,https://storage.facility.com/complaints/comp_1014.jpg,2022-02-03 17:18:58.000000+00,2022-02-04 01:18:58.000000+00
1015,1666,1569,2,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1015.jpg,2022-05-18 13:37:22.000000+00,2022-05-18 21:37:22.000000+00
1016,4882,4628,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_1016.jpg,2025-07-19 22:11:31.000000+00,2025-07-20 04:11:31.000000+00
1017,1957,1848,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1017.jpg,2023-11-26 15:58:50.000000+00,2023-11-27 10:58:50.000000+00
1018,8534,8116,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1018.jpg,2023-08-10 15:53:37.000000+00,2023-08-11 05:53:37.000000+00
1019,7782,7404,1,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1019.jpg,2025-04-12 04:27:09.000000+00,2025-04-12 21:27:09.000000+00
1020,3814,3611,3,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1020.jpg,2024-09-02 16:11:05.000000+00,2024-09-02 17:11:05.000000+00
1021,7715,7340,2,6,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1021.jpg,2024-11-17 08:20:51.000000+00,2024-11-17 10:20:51.000000+00
1022,124,116,3,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1022.jpg,2023-08-26 01:54:17.000000+00,2023-08-26 09:54:17.000000+00
1023,4974,4717,1,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1023.jpg,2022-12-27 08:21:57.000000+00,2022-12-27 15:21:57.000000+00
1024,8404,7996,1,9,Improper repair done.,https://storage.facility.com/complaints/comp_1024.jpg,2022-05-04 13:39:05.000000+00,2022-05-05 00:39:05.000000+00
1025,7569,7199,1,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1025.jpg,2024-05-03 10:37:48.000000+00,2024-05-04 09:37:48.000000+00
1026,9291,8845,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1026.jpg,2023-12-16 21:40:23.000000+00,2023-12-17 21:40:23.000000+00
1027,1795,1692,3,8,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1027.jpg,2024-01-08 10:06:42.000000+00,2024-01-09 09:06:42.000000+00
1028,9081,8643,2,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1028.jpg,2023-07-02 20:34:07.000000+00,2023-07-03 06:34:07.000000+00
1029,6564,6241,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1029.jpg,2024-09-29 15:34:40.000000+00,2024-09-30 02:34:40.000000+00
1030,1669,1572,2,6,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1030.jpg,2022-04-30 12:05:31.000000+00,2022-05-01 01:05:31.000000+00
1031,7721,7346,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1031.jpg,2023-08-15 14:29:27.000000+00,2023-08-15 20:29:27.000000+00
1032,322,301,1,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1032.jpg,2025-06-07 18:07:34.000000+00,2025-06-08 13:07:34.000000+00
1033,5128,4864,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1033.jpg,2022-07-13 09:42:59.000000+00,2022-07-13 17:42:59.000000+00
1034,1853,1749,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1034.jpg,2025-06-21 08:45:12.000000+00,2025-06-21 16:45:12.000000+00
1035,6040,5731,2,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1035.jpg,2024-07-08 05:42:10.000000+00,2024-07-08 23:42:10.000000+00
1036,7475,7109,3,9,Improper repair done.,https://storage.facility.com/complaints/comp_1036.jpg,2024-02-24 09:34:19.000000+00,2024-02-24 17:34:19.000000+00
1037,3903,3695,1,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1037.jpg,2025-12-25 15:34:58.000000+00,2025-12-26 00:34:58.000000+00
1038,8930,8500,3,10,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1038.jpg,2025-10-09 10:24:06.000000+00,2025-10-10 08:24:06.000000+00
1039,7419,7058,2,10,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1039.jpg,2022-12-30 00:51:01.000000+00,2022-12-30 06:51:01.000000+00
1040,8470,8057,3,7,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1040.jpg,2025-07-04 13:56:18.000000+00,2025-07-04 23:56:18.000000+00
1041,8823,8399,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1041.jpg,2026-01-23 12:44:56.000000+00,2026-01-23 22:44:56.000000+00
1042,527,493,2,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1042.jpg,2026-01-12 09:21:50.000000+00,2026-01-12 21:21:50.000000+00
1043,6511,6189,1,9,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1043.jpg,2023-09-25 16:44:20.000000+00,2023-09-26 07:44:20.000000+00
1044,4460,4221,2,6,Issue persists after claimed resolution.,https://storage.facility.com/complaints/comp_1044.jpg,2024-05-23 13:43:43.000000+00,2024-05-23 17:43:43.000000+00
1045,6845,6505,3,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1045.jpg,2025-11-09 05:37:30.000000+00,2025-11-09 20:37:30.000000+00
1046,3688,3490,2,9,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1046.jpg,2024-11-04 10:28:35.000000+00,2024-11-05 00:28:35.000000+00
1047,2842,2692,2,8,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1047.jpg,2022-08-10 13:14:51.000000+00,2022-08-10 16:14:51.000000+00
1048,9056,8618,2,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1048.jpg,2024-08-24 12:52:43.000000+00,2024-08-25 03:52:43.000000+00
1049,449,418,1,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1049.jpg,2025-04-10 11:20:16.000000+00,2025-04-10 23:20:16.000000+00
1050,8701,8274,2,7,Improper repair done.,https://storage.facility.com/complaints/comp_1050.jpg,2023-04-28 00:34:37.000000+00,2023-04-28 22:34:37.000000+00
1051,6655,6325,1,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1051.jpg,2022-09-03 10:19:32.000000+00,2022-09-04 10:19:32.000000+00
1052,4033,3821,1,9,Solver did not respond on time.,https://storage.facility.com/complaints/comp_1052.jpg,2025-07-23 09:39:10.000000+00,2025-07-23 16:39:10.000000+00
1053,1447,1363,3,10,Work quality not satisfactory.,https://storage.facility.com/complaints/comp_1053.jpg,2023-08-26 18:57:24.000000+00,2023-08-27 00:57:24.000000+00
