id,assignment_id,solver_id,attempt_number,initiated_at,answered_at,ended_at,status,updated_at,call_sid
3607,1896,10,2,2023-04-28 18:30:24.000000+00,,,MISSED,2023-04-28 18:32:24.000000+00,
3608,1896,10,3,2023-04-28 22:30:24.000000+00,,,MISSED,2023-04-28 22:32:24.000000+00,
3609,1897,6,1,2023-04-26 14:37:10.000000+00,,,INITIATED,2023-04-26 14:37:10.000000+00,
3610,1898,10,1,2023-06-04 03:52:59.000000+00,,,INITIATED,2023-06-04 03:52:59.000000+00,
3611,1899,10,1,2025-06-07 22:27:29.000000+00,2025-06-07 22:27:53.000000+00,2025-06-07 22:29:31.000000+00,ANSWERED,2025-06-07 22:29:31.000000+00,
3612,1900,9,1,2025-07-10 02:45:39.000000+00,2025-07-10 02:45:47.000000+00,2025-07-10 02:50:45.000000+00,ANSWERED,2025-07-10 02:50:45.000000+00,
3613,1901,6,1,2022-10-02 18:48:15.000000+00,,,MISSED,2022-10-02 18:50:15.000000+00,
3614,1901,6,2,2022-10-02 22:48:15.000000+00,2022-10-02 22:48:38.000000+00,2022-10-02 22:50:41.000000+00,ANSWERED,2022-10-02 22:50:41.000000+00,
3615,1902,8,1,2022-06-05 13:12:14.000000+00,,,MISSED,2022-06-05 13:14:14.000000+00,
3616,1902,8,2,2022-06-05 21:12:14.000000+00,,,MISSED,2022-06-05 21:14:14.000000+00,
3617,1902,8,3,2022-06-06 05:12:14.000000+00,2022-06-06 05:12:30.000000+00,2022-06-06 05:15:24.000000+00,ANSWERED,2022-06-06 05:15:24.000000+00,
3618,1903,6,1,2022-09-20 16:29:48.000000+00,,,MISSED,2022-09-20 16:31:48.000000+00,
3619,1903,6,2,2022-09-20 20:29:48.000000+00,2022-09-20 20:30:02.000000+00,2022-09-20 20:34:20.000000+00,ANSWERED,2022-09-20 20:34:20.000000+00,
3620,1904,7,1,2025-10-20 23:47:46.000000+00,,,MISSED,2025-10-20 23:49:46.000000+00,
3621,1904,7,2,2025-10-21 01:47:46.000000+00,2025-10-21 01:48:11.000000+00,2025-10-21 01:50:29.000000+00,ANSWERED,2025-10-21 01:50:29.000000+00,
3622,1905,10,1,2025-01-03 09:19:42.000000+00,2025-01-03 09:20:04.000000+00,2025-01-03 09:22:00.000000+00,ANSWERED,2025-01-03 09:22:00.000000+00,
3623,1906,9,1,2022-06-07 16:06:07.000000+00,2022-06-07 16:06:24.000000+00,2022-06-07 16:09:24.000000+00,ANSWERED,2022-06-07 16:09:24.000000+00,
3624,1907,9,1,2025-07-17 08:52:21.000000+00,2025-07-17 08:52:43.000000+00,2025-07-17 08:54:19.000000+00,ANSWERED,2025-07-17 08:54:19.000000+00,
3625,1908,9,1,2022-01-04 19:01:10.000000+00,2022-01-04 19:01:27.000000+00,2022-01-04 19:03:34.000000+00,ANSWERED,2022-01-04 19:03:34.000000+00,
3626,1909,7,1,2022-02-18 10:20:37.000000+00,2022-02-18 10:20:45.000000+00,2022-02-18 10:23:26.000000+00,ANSWERED,2022-02-18 10:23:26.000000+00,
3627,1910,6,1,2022-04-14 08:42:35.000000+00,,,MISSED,2022-04-14 08:44:35.000000+00,
3628,1910,6,2,2022-04-14 16:42:35.000000+00,,,MISSED,2022-04-14 16:44:35.000000+00,
3629,1910,6,3,2022-04-15 00:42:35.000000+00,,,MISSED,2022-04-15 00:44:35.000000+00,
3630,1911,8,1,2024-01-22 09:16:39.000000+00,2024-01-22 09:16:58.000000+00,2024-01-22 09:18:45.000000+00,ANSWERED,2024-01-22 09:18:45.000000+00,
3631,1912,8,1,2022-12-06 18:30:01.000000+00,,,MISSED,2022-12-06 18:32:01.000000+00,
3632,1912,8,2,2022-12-06 20:30:01.000000+00,2022-12-06 20:30:12.000000+00,2022-12-06 20:32:27.000000+00,ANSWERED,2022-12-06 20:32:27.000000+00,
3633,1913,10,1,2024-08-19 15:45:03.000000+00,2024-08-19 15:45:28.000000+00,2024-08-19 15:47:21.000000+00,ANSWERED,2024-08-19 15:47:21.000000+00,
3634,1914,6,1,2022-03-14 18:51:46.000000+00,,,MISSED,2022-03-14 18:53:46.000000+00,
3635,1914,6,2,2022-03-14 22:51:46.000000+00,2022-03-14 22:52:08.000000+00,2022-03-14 22:54:07.000000+00,ANSWERED,2022-03-14 22:54:07.000000+00,
3636,1915,9,1,2022-06-27 11:15:07.000000+00,2022-06-27 11:15:30.000000+00,2022-06-27 11:17:57.000000+00,ANSWERED,2022-06-27 11:17:57.000000+00,
3637,1916,7,1,2023-02-17 16:19:08.000000+00,,,MISSED,2023-02-17 16:21:08.000000+00,
3638,1916,7,2,2023-02-17 18:19:08.000000+00,,,MISSED,2023-02-17 18:21:08.000000+00,
3639,1916,7,3,2023-02-17 20:19:08.000000+00,,,MISSED,2023-02-17 20:21:08.000000+00,
3640,1916,7,4,2023-02-17 22:19:08.000000+00,,,MISSED,2023-02-17 22:21:08.000000+00,
3641,1917,10,1,2022-05-18 09:32:29.000000+00,,,MISSED,2022-05-18 09:34:29.000000+00,
3642,1917,10,2,2022-05-18 11:32:29.000000+00,,,MISSED,2022-05-18 11:34:29.000000+00,
3643,1917,10,3,2022-05-18 13:32:29.000000+00,,,MISSED,2022-05-18 13:34:29.000000+00,
3644,1917,10,4,2022-05-18 15:32:29.000000+00,,,MISSED,2022-05-18 15:34:29.000000+00,
3645,1918,9,1,2022-02-11 09:30:28.000000+00,,,MISSED,2022-02-11 09:32:28.000000+00,
3646,1918,9,2,2022-02-11 11:30:28.000000+00,,,MISSED,2022-02-11 11:32:28.000000+00,
3647,1918,9,3,2022-02-11 13:30:28.000000+00,2022-02-11 13:30:41.000000+00,2022-02-11 13:35:34.000000+00,ANSWERED,2022-02-11 13:35:34.000000+00,
3648,1919,10,1,2025-02-18 17:05:11.000000+00,,,MISSED,2025-02-18 17:07:11.000000+00,
3649,1919,10,2,2025-02-18 19:05:11.000000+00,2025-02-18 19:05:21.000000+00,2025-02-18 19:08:30.000000+00,ANSWERED,2025-02-18 19:08:30.000000+00,
3650,1920,7,1,2024-09-22 07:43:29.000000+00,,,MISSED,2024-09-22 07:45:29.000000+00,
3651,1920,7,2,2024-09-22 15:43:29.000000+00,2024-09-22 15:43:44.000000+00,2024-09-22 15:45:46.000000+00,ANSWERED,2024-09-22 15:45:46.000000+00,
3652,1921,9,1,2022-04-26 13:06:28.000000+00,,,MISSED,2022-04-26 13:08:28.000000+00,
3653,1921,9,2,2022-04-26 21:06:28.000000+00,2022-04-26 21:06:50.000000+00,2022-04-26 21:11:04.000000+00,ANSWERED,2022-04-26 21:11:04.000000+00,
3654,1922,10,1,2023-10-04 08:38:09.000000+00,,,INITIATED,2023-10-04 08:38:09.000000+00,
3655,1923,10,1,2022-03-18 21:59:19.000000+00,,,MISSED,2022-03-18 22:01:19.000000+00,
3656,1923,10,2,2022-03-19 01:59:19.000000+00,2022-03-19 01:59:27.000000+00,2022-03-19 02:01:05.000000+00,ANSWERED,2022-03-19 02:01:05.000000+00,
3657,1924,6,1,2023-04-02 21:29:58.000000+00,,,MISSED,2023-04-02 21:31:58.000000+00,
3658,1924,6,2,2023-04-03 05:29:58.000000+00,,,MISSED,2023-04-03 05:31:58.000000+00,
3659,1924,6,3,2023-04-03 13:29:58.000000+00,2023-04-03 13:30:21.000000+00,2023-04-03 13:33:47.000000+00,ANSWERED,2023-04-03 13:33:47.000000+00,
3660,1925,6,1,2025-11-03 10:34:41.000000+00,2025-11-03 10:35:06.000000+00,2025-11-03 10:39:34.000000+00,ANSWERED,2025-11-03 10:39:34.000000+00,
3661,1926,6,1,2025-08-08 11:13:00.000000+00,,,MISSED,2025-08-08 11:15:00.000000+00,
3662,1926,6,2,2025-08-08 13:13:00.000000+00,,,MISSED,2025-08-08 13:15:00.000000+00,
3663,1926,6,3,2025-08-08 15:13:00.000000+00,,,MISSED,2025-08-08 15:15:00.000000+00,
3664,1926,6,4,2025-08-08 17:13:00.000000+00,,,MISSED,2025-08-08 17:15:00.000000+00,
3665,1927,8,1,2025-10-22 14:39:01.000000+00,,,MISSED,2025-10-22 14:41:01.000000+00,
3666,1927,8,2,2025-10-22 16:39:01.000000+00,,,MISSED,2025-10-22 16:41:01.000000+00,
3667,1927,8,3,2025-10-22 18:39:01.000000+00,2025-10-22 18:39:21.000000+00,2025-10-22 18:42:01.000000+00,ANSWERED,2025-10-22 18:42:01.000000+00,
3668,1928,8,1,2023-05-05 18:35:40.000000+00,2023-05-05 18:36:00.000000+00,2023-05-05 18:39:20.000000+00,ANSWERED,2023-05-05 18:39:20.000000+00,
3669,1929,6,1,2023-09-03 13:56:54.000000+00,2023-09-03 13:57:10.000000+00,2023-09-03 13:59:23.000000+00,ANSWERED,2023-09-03 13:59:23.000000+00,
3670,1930,7,1,2024-11-29 11:39:42.000000+00,,,MISSED,2024-11-29 11:41:42.000000+00,
3671,1930,7,2,2024-11-29 19:39:42.000000+00,2024-11-29 19:40:01.000000+00,2024-11-29 19:43:32.000000+00,ANSWERED,2024-11-29 19:43:32.000000+00,
3672,1931,6,1,2022-02-15 08:41:09.000000+00,,,MISSED,2022-02-15 08:43:09.000000+00,
3673,1931,6,2,2022-02-15 16:41:09.000000+00,2022-02-15 16:41:20.000000+00,2022-02-15 16:43:08.000000+00,ANSWERED,2022-02-15 16:43:08.000000+00,
3674,1932,9,1,2025-05-25 10:47:13.000000+00,,,MISSED,2025-05-25 10:49:13.000000+00,
3675,1932,9,2,2025-05-25 14:47:13.000000+00,2025-05-25 14:47:35.000000+00,2025-05-25 14:50:14.000000+00,ANSWERED,2025-05-25 14:50:14.000000+00,
3676,1933,7,1,2025-09-19 15:47:08.000000+00,,,INITIATED,2025-09-19 15:47:08.000000+00,
3677,1934,9,1,2024-12-07 12:38:36.000000+00,,,MISSED,2024-12-07 12:40:36.000000+00,
3678,1934,9,2,2024-12-07 14:38:36.000000+00,2024-12-07 14:38:49.000000+00,2024-12-07 14:42:03.000000+00,ANSWERED,2024-12-07 14:42:03.000000+00,
3679,1935,7,1,2024-08-02 00:10:57.000000+00,,,MISSED,2024-08-02 00:12:57.000000+00,
3680,1935,7,2,2024-08-02 02:10:57.000000+00,2024-08-02 02:11:05.000000+00,2024-08-02 02:12:51.000000+00,ANSWERED,2024-08-02 02:12:51.000000+00,
3681,1936,10,1,2024-12-23 11:00:32.000000+00,,,MISSED,2024-12-23 11:02:32.000000+00,
3682,1936,10,2,2024-12-23 13:00:32.000000+00,,,MISSED,2024-12-23 13:02:32.000000+00,
3683,1936,10,3,2024-12-23 15:00:32.000000+00,,,MISSED,2024-12-23 15:02:32.000000+00,
3684,1937,7,1,2025-01-13 16:24:49.000000+00,,,MISSED,2025-01-13 16:26:49.000000+00,
3685,1937,7,2,2025-01-13 20:24:49.000000+00,2025-01-13 20:24:57.000000+00,2025-01-13 20:29:18.000000+00,ANSWERED,2025-01-13 20:29:18.000000+00,
3686,1938,10,1,2022-12-28 14:55:43.000000+00,,,MISSED,2022-12-28 14:57:43.000000+00,
3687,1938,10,2,2022-12-28 16:55:43.000000+00,,,MISSED,2022-12-28 16:57:43.000000+00,
3688,1938,10,3,2022-12-28 18:55:43.000000+00,2022-12-28 18:55:54.000000+00,2022-12-28 19:00:16.000000+00,ANSWERED,2022-12-28 19:00:16.000000+00,
3689,1939,6,1,2022-09-03 09:31:27.000000+00,,,MISSED,2022-09-03 09:33:27.000000+00,
3690,1939,6,2,2022-09-03 13:31:27.000000+00,2022-09-03 13:31:35.000000+00,2022-09-03 13:34:46.000000+00,ANSWERED,2022-09-03 13:34:46.000000+00,
3691,1940,10,1,2023-09-11 13:01:44.000000+00,2023-09-11 13:02:01.000000+00,2023-09-11 13:03:38.000000+00,ANSWERED,2023-09-11 13:03:38.000000+00,
3692,1941,10,1,2022-10-10 15:34:24.000000+00,2022-10-10 15:34:35.000000+00,2022-10-10 15:38:41.000000+00,ANSWERED,2022-10-10 15:38:41.000000+00,
3693,1942,6,1,2025-11-11 03:50:01.000000+00,2025-11-11 03:50:24.000000+00,2025-11-11 03:54:21.000000+00,ANSWERED,2025-11-11 03:54:21.000000+00,
3694,1943,10,1,2023-02-16 21:08:09.000000+00,,,MISSED,2023-02-16 21:10:09.000000+00,
3695,1943,10,2,2023-02-17 01:08:09.000000+00,,,MISSED,2023-02-17 01:10:09.000000+00,
3696,1943,10,3,2023-02-17 05:08:09.000000+00,2023-02-17 05:08:33.000000+00,2023-02-17 05:12:40.000000+00,ANSWERED,2023-02-17 05:12:40.000000+00,
3697,1944,6,1,2024-05-10 12:16:54.000000+00,,,MISSED,2024-05-10 12:18:54.000000+00,
3698,1944,6,2,2024-05-10 14:16:54.000000+00,2024-05-10 14:17:17.000000+00,2024-05-10 14:21:25.000000+00,ANSWERED,2024-05-10 14:21:25.000000+00,
3699,1945,6,1,2025-11-14 15:46:39.000000+00,,,INITIATED,2025-11-14 15:46:39.000000+00,
3700,1946,6,1,2022-09-27 11:25:13.000000+00,,,MISSED,2022-09-27 11:27:13.000000+00,
3701,1946,6,2,2022-09-27 13:25:13.000000+00,2022-09-27 13:25:33.000000+00,2022-09-27 13:27:40.000000+00,ANSWERED,2022-09-27 13:27:40.000000+00,
3702,1947,8,1,2023-05-07 00:33:49.000000+00,,,MISSED,2023-05-07 00:35:49.000000+00,
3703,1947,8,2,2023-05-07 08:33:49.000000+00,,,MISSED,2023-05-07 08:35:49.000000+00,
3704,1947,8,3,2023-05-07 16:33:49.000000+00,,,MISSED,2023-05-07 16:35:49.000000+00,
3705,1947,8,4,2023-05-08 00:33:49.000000+00,,,MISSED,2023-05-08 00:35:49.000000+00,
3706,1947,8,5,2023-05-08 08:33:49.000000+00,,,MISSED,2023-05-08 08:35:49.000000+00,
3707,1948,8,1,2025-10-04 19:02:15.000000+00,,,MISSED,2025-10-04 19:04:15.000000+00,
3708,1948,8,2,2025-10-05 03:02:15.000000+00,,,MISSED,2025-10-05 03:04:15.000000+00,
3709,1948,8,3,2025-10-05 11:02:15.000000+00,,,MISSED,2025-10-05 11:04:15.000000+00,
3710,1948,8,4,2025-10-05 19:02:15.000000+00,,,MISSED,2025-10-05 19:04:15.000000+00,
3711,1949,9,1,2022-02-09 22:39:41.000000+00,,,MISSED,2022-02-09 22:41:41.000000+00,
3712,1949,9,2,2022-02-10 02:39:41.000000+00,2022-02-10 02:39:57.000000+00,2022-02-10 02:43:45.000000+00,ANSWERED,2022-02-10 02:43:45.000000+00,
3713,1950,7,1,2024-09-21 14:15:19.000000+00,2024-09-21 14:15:33.000000+00,2024-09-21 14:20:08.000000+00,ANSWERED,2024-09-21 14:20:08.000000+00,
3714,1951,9,1,2023-10-24 17:29:07.000000+00,,,MISSED,2023-10-24 17:31:07.000000+00,
3715,1951,9,2,2023-10-24 21:29:07.000000+00,,,MISSED,2023-10-24 21:31:07.000000+00,
3716,1951,9,3,2023-10-25 01:29:07.000000+00,,,MISSED,2023-10-25 01:31:07.000000+00,
3717,1951,9,4,2023-10-25 05:29:07.000000+00,,,MISSED,2023-10-25 05:31:07.000000+00,
3718,1952,10,1,2022-06-09 03:19:03.000000+00,,,INITIATED,2022-06-09 03:19:03.000000+00,
3719,1953,6,1,2023-06-10 09:59:49.000000+00,,,MISSED,2023-06-10 10:01:49.000000+00,
3720,1953,6,2,2023-06-10 13:59:49.000000+00,,,MISSED,2023-06-10 14:01:49.000000+00,
3721,1953,6,3,2023-06-10 17:59:49.000000+00,,,MISSED,2023-06-10 18:01:49.000000+00,
3722,1953,6,4,2023-06-10 21:59:49.000000+00,,,MISSED,2023-06-10 22:01:49.000000+00,
3723,1953,6,5,2023-06-11 01:59:49.000000+00,,,MISSED,2023-06-11 02:01:49.000000+00,
3724,1954,9,1,2022-08-04 14:40:00.000000+00,2022-08-04 14:40:09.000000+00,2022-08-04 14:45:01.000000+00,ANSWERED,2022-08-04 14:45:01.000000+00,
3725,1955,7,1,2024-05-16 16:55:01.000000+00,2024-05-16 16:55:25.000000+00,2024-05-16 16:58:36.000000+00,ANSWERED,2024-05-16 16:58:36.000000+00,
3726,1956,9,1,2023-12-19 14:44:38.000000+00,2023-12-19 14:44:50.000000+00,2023-12-19 14:49:09.000000+00,ANSWERED,2023-12-19 14:49:09.000000+00,
3727,1957,8,1,2022-05-12 12:13:16.000000+00,,,MISSED,2022-05-12 12:15:16.000000+00,
3728,1957,8,2,2022-05-12 20:13:16.000000+00,,,MISSED,2022-05-12 20:15:16.000000+00,
3729,1957,8,3,2022-05-13 04:13:16.000000+00,2022-05-13 04:13:37.000000+00,2022-05-13 04:18:34.000000+00,ANSWERED,2022-05-13 04:18:34.000000+00,
3730,1958,6,1,2022-04-16 05:13:47.000000+00,,,MISSED,2022-04-16 05:15:47.000000+00,
3731,1958,6,2,2022-04-16 13:13:47.000000+00,,,MISSED,2022-04-16 13:15:47.000000+00,
3732,1958,6,3,2022-04-16 21:13:47.000000+00,2022-04-16 21:14:09.000000+00,2022-04-16 21:16:10.000000+00,ANSWERED,2022-04-16 21:16:10.000000+00,
3733,1959,8,1,2023-12-11 20:41:10.000000+00,,,MISSED,2023-12-11 20:43:10.000000+00,
3734,1959,8,2,2023-12-12 00:41:10.000000+00,,,MISSED,2023-12-12 00:43:10.000000+00,
3735,1959,8,3,2023-12-12 04:41:10.000000+00,,,MISSED,2023-12-12 04:43:10.000000+00,
3736,1960,10,1,2024-07-10 13:25:31.000000+00,,,MISSED,2024-07-10 13:27:31.000000+00,
3737,1960,10,2,2024-07-10 15:25:31.000000+00,2024-07-10 15:25:50.000000+00,2024-07-10 15:30:42.000000+00,ANSWERED,2024-07-10 15:30:42.000000+00,
3738,1961,10,1,2023-11-07 12:51:40.000000+00,,,INITIATED,2023-11-07 12:51:40.000000+00,
3739,1962,8,1,2023-05-07 12:57:54.000000+00,2023-05-07 12:58:10.000000+00,2023-05-07 12:59:51.000000+00,ANSWERED,2023-05-07 12:59:51.000000+00,
3740,1963,9,1,2022-07-27 16:45:26.000000+00,2022-07-27 16:45:48.000000+00,2022-07-27 16:47:41.000000+00,ANSWERED,2022-07-27 16:47:41.000000+00,
3741,1964,9,1,2023-12-29 00:29:54.000000+00,,,MISSED,2023-12-29 00:31:54.000000+00,
3742,1964,9,2,2023-12-29 08:29:54.000000+00,,,MISSED,2023-12-29 08:31:54.000000+00,
3743,1964,9,3,2023-12-29 16:29:54.000000+00,,,MISSED,2023-12-29 16:31:54.000000+00,
3744,1964,9,4,2023-12-30 00:29:54.000000+00,,,MISSED,2023-12-30 00:31:54.000000+00,
3745,1965,9,1,2024-02-17 14:15:42.000000+00,,,INITIATED,2024-02-17 14:15:42.000000+00,
3746,1966,9,1,2022-07-22 23:16:59.000000+00,,,MISSED,2022-07-22 23:18:59.000000+00,
3747,1966,9,2,2022-07-23 01:16:59.000000+00,,,MISSED,2022-07-23 01:18:59.000000+00,
3748,1966,9,3,2022-07-23 03:16:59.000000+00,2022-07-23 03:17:12.000000+00,2022-07-23 03:19:31.000000+00,ANSWERED,2022-07-23 03:19:31.000000+00,
3749,1967,8,1,2023-09-22 13:15:51.000000+00,,,MISSED,2023-09-22 13:17:51.000000+00,
3750,1967,8,2,2023-09-22 21:15:51.000000+00,2023-09-22 21:16:01.000000+00,2023-09-22 21:20:15.000000+00,ANSWERED,2023-09-22 21:20:15.000000+00,
3751,1968,9,1,2025-07-02 15:03:43.000000+00,2025-07-02 15:04:02.000000+00,2025-07-02 15:07:02.000000+00,ANSWERED,2025-07-02 15:07:02.000000+00,
3752,1969,9,1,2025-03-10 06:53:31.000000+00,,,MISSED,2025-03-10 06:55:31.000000+00,
3753,1969,9,2,2025-03-10 10:53:31.000000+00,2025-03-10 10:53:47.000000+00,2025-03-10 10:56:08.000000+00,ANSWERED,2025-03-10 10:56:08.000000+00,
3754,1970,9,1,2025-03-02 12:31:29.000000+00,,,MISSED,2025-03-02 12:33:29.000000+00,
3755,1970,9,2,2025-03-02 14:31:29.000000+00,2025-03-02 14:31:54.000000+00,2025-03-02 14:35:40.000000+00,ANSWERED,2025-03-02 14:35:40.000000+00,
3756,1971,10,1,2025-03-13 10:44:17.000000+00,2025-03-13 10:44:36.000000+00,2025-03-13 10:49:31.000000+00,ANSWERED,2025-03-13 10:49:31.000000+00,
3757,1972,9,1,2024-08-27 12:48:55.000000+00,,,MISSED,2024-08-27 12:50:55.000000+00,
3758,1972,9,2,2024-08-27 14:48:55.000000+00,2024-08-27 14:49:11.000000+00,2024-08-27 14:53:19.000000+00,ANSWERED,2024-08-27 14:53:19.000000+00,
3759,1973,6,1,2022-04-02 09:26:36.000000+00,,,MISSED,2022-04-02 09:28:36.000000+00,
3760,1973,6,2,2022-04-02 17:26:36.000000+00,2022-04-02 17:26:49.000000+00,2022-04-02 17:29:12.000000+00,ANSWERED,2022-04-02 17:29:12.000000+00,
3761,1974,6,1,2025-10-12 16:26:04.000000+00,2025-10-12 16:26:26.000000+00,2025-10-12 16:30:37.000000+00,ANSWERED,2025-10-12 16:30:37.000000+00,
3762,1975,10,1,2024-08-13 09:24:08.000000+00,2024-08-13 09:24:19.000000+00,2024-08-13 09:26:16.000000+00,ANSWERED,2024-08-13 09:26:16.000000+00,
3763,1976,10,1,2025-05-13 13:01:26.000000+00,2025-05-13 13:01:36.000000+00,2025-05-13 13:06:12.000000+00,ANSWERED,2025-05-13 13:06:12.000000+00,
3764,1977,9,1,2024-01-18 14:08:15.000000+00,,,MISSED,2024-01-18 14:10:15.000000+00,
3765,1977,9,2,2024-01-18 22:08:15.000000+00,,,MISSED,2024-01-18 22:10:15.000000+00,
3766,1977,9,3,2024-01-19 06:08:15.000000+00,,,MISSED,2024-01-19 06:10:15.000000+00,
3767,1977,9,4,2024-01-19 14:08:15.000000+00,,,MISSED,2024-01-19 14:10:15.000000+00,
3768,1978,8,1,2022-05-15 12:20:26.000000+00,,,MISSED,2022-05-15 12:22:26.000000+00,
3769,1978,8,2,2022-05-15 16:20:26.000000+00,,,MISSED,2022-05-15 16:22:26.000000+00,
3770,1978,8,3,2022-05-15 20:20:26.000000+00,,,MISSED,2022-05-15 20:22:26.000000+00,
3771,1979,8,1,2025-01-31 01:04:51.000000+00,2025-01-31 01:04:59.000000+00,2025-01-31 01:06:37.000000+00,ANSWERED,2025-01-31 01:06:37.000000+00,
3772,1980,9,1,2023-12-10 13:27:19.000000+00,2023-12-10 13:27:35.000000+00,2023-12-10 13:29:43.000000+00,ANSWERED,2023-12-10 13:29:43.000000+00,
3773,1981,10,1,2023-05-29 22:04:56.000000+00,2023-05-29 22:05:14.000000+00,2023-05-29 22:07:15.000000+00,ANSWERED,2023-05-29 22:07:15.000000+00,
3774,1982,6,1,2024-08-27 13:28:13.000000+00,,,MISSED,2024-08-27 13:30:13.000000+00,
3775,1982,6,2,2024-08-27 15:28:13.000000+00,2024-08-27 15:28:32.000000+00,2024-08-27 15:30:43.000000+00,ANSWERED,2024-08-27 15:30:43.000000+00,
3776,1983,9,1,2026-01-09 20:51:04.000000+00,,,MISSED,2026-01-09 20:53:04.000000+00,
3777,1983,9,2,2026-01-10 00:51:04.000000+00,2026-01-10 00:51:22.000000+00,2026-01-10 00:54:43.000000+00,ANSWERED,2026-01-10 00:54:43.000000+00,
3778,1984,10,1,2023-06-07 12:32:12.000000+00,,,INITIATED,2023-06-07 12:32:12.000000+00,
3779,1985,9,1,2023-08-22 09:25:40.000000+00,2023-08-22 09:25:57.000000+00,2023-08-22 09:30:31.000000+00,ANSWERED,2023-08-22 09:30:31.000000+00,
3780,1986,6,1,2023-03-20 11:52:16.000000+00,2023-03-20 11:52:25.000000+00,2023-03-20 11:56:51.000000+00,ANSWERED,2023-03-20 11:56:51.000000+00,
3781,1987,10,1,2023-03-14 17:25:52.000000+00,,,MISSED,2023-03-14 17:27:52.000000+00,
3782,1987,10,2,2023-03-14 21:25:52.000000+00,,,MISSED,2023-03-14 21:27:52.000000+00,
3783,1987,10,3,2023-03-15 01:25:52.000000+00,2023-03-15 01:26:15.000000+00,2023-03-15 01:30:18.000000+00,ANSWERED,2023-03-15 01:30:18.000000+00,
3784,1988,10,1,2024-08-21 15:54:07.000000+00,,,INITIATED,2024-08-21 15:54:07.000000+00,
3785,1989,6,1,2024-07-08 17:24:53.000000+00,2024-07-08 17:25:05.000000+00,2024-07-08 17:29:45.000000+00,ANSWERED,2024-07-08 17:29:45.000000+00,
3786,1990,10,1,2023-05-03 02:43:11.000000+00,2023-05-03 02:43:24.000000+00,2023-05-03 02:46:59.000000+00,ANSWERED,2023-05-03 02:46:59.000000+00,
3787,1991,10,1,2025-07-05 08:21:04.000000+00,,,MISSED,2025-07-05 08:23:04.000000+00,
3788,1991,10,2,2025-07-05 16:21:04.000000+00,2025-07-05 16:21:18.000000+00,2025-07-05 16:23:40.000000+00,ANSWERED,2025-07-05 16:23:40.000000+00,
3789,1992,8,1,2023-02-02 08:55:04.000000+00,,,MISSED,2023-02-02 08:57:04.000000+00,
3790,1992,8,2,2023-02-02 12:55:04.000000+00,2023-02-02 12:55:23.000000+00,2023-02-02 13:00:18.000000+00,ANSWERED,2023-02-02 13:00:18.000000+00,
3791,1993,6,1,2023-04-13 08:52:59.000000+00,,,MISSED,2023-04-13 08:54:59.000000+00,
3792,1993,6,2,2023-04-13 10:52:59.000000+00,2023-04-13 10:53:14.000000+00,2023-04-13 10:56:21.000000+00,ANSWERED,2023-04-13 10:56:21.000000+00,
3793,1994,7,1,2024-12-19 12:47:04.000000+00,2024-12-19 12:47:24.000000+00,2024-12-19 12:50:59.000000+00,ANSWERED,2024-12-19 12:50:59.000000+00,
3794,1995,8,1,2024-11-11 14:11:14.000000+00,,,MISSED,2024-11-11 14:13:14.000000+00,
3795,1995,8,2,2024-11-11 16:11:14.000000+00,,,MISSED,2024-11-11 16:13:14.000000+00,
3796,1995,8,3,2024-11-11 18:11:14.000000+00,2024-11-11 18:11:29.000000+00,2024-11-11 18:13:22.000000+00,ANSWERED,2024-11-11 18:13:22.000000+00,
3797,1996,6,1,2025-10-07 15:25:53.000000+00,2025-10-07 15:26:14.000000+00,2025-10-07 15:28:11.000000+00,ANSWERED,2025-10-07 15:28:11.000000+00,
3798,1997,9,1,2022-07-14 23:08:27.000000+00,,,MISSED,2022-07-14 23:10:27.000000+00,
3799,1997,9,2,2022-07-15 07:08:27.000000+00,2022-07-15 07:08:43.000000+00,2022-07-15 07:13:35.000000+00,ANSWERED,2022-07-15 07:13:35.000000+00,
3800,1998,9,1,2022-03-23 14:38:59.000000+00,,,MISSED,2022-03-23 14:40:59.000000+00,
3801,1998,9,2,2022-03-23 22:38:59.000000+00,2022-03-23 22:39:23.000000+00,2022-03-23 22:41:09.000000+00,ANSWERED,2022-03-23 22:41:09.000000+00,
3802,1999,9,1,2023-10-09 10:00:26.000000+00,2023-10-09 10:00:51.000000+00,2023-10-09 10:04:10.000000+00,ANSWERED,2023-10-09 10:04:10.000000+00,
3803,2000,6,1,2025-12-22 06:24:30.000000+00,,,MISSED,2025-12-22 06:26:30.000000+00,
3804,2000,6,2,2025-12-22 10:24:30.000000+00,2025-12-22 10:24:42.000000+00,2025-12-22 10:27:49.000000+00,ANSWERED,2025-12-22 10:27:49.000000+00,
3805,2001,6,1,2024-12-16 09:19:13.000000+00,,,MISSED,2024-12-16 09:21:13.000000+00,
3806,2001,6,2,2024-12-16 17:19:13.000000+00,,,MISSED,2024-12-16 17:21:13.000000+00,
3807,2001,6,3,2024-12-17 01:19:13.000000+00,2024-12-17 01:19:37.000000+00,2024-12-17 01:21:42.000000+00,ANSWERED,2024-12-17 01:21:42.000000+00,
3808,2002,7,1,2022-08-19 17:30:04.000000+00,,,MISSED,2022-08-19 17:32:04.000000+00,
3809,2002,7,2,2022-08-19 19:30:04.000000+00,,,MISSED,2022-08-19 19:32:04.000000+00,
