id,issue_id,uploaded_by_user_id,image_url,image_type,ai_flag,ai_details,created_at,updated_at
507,349,1,https://ik.imagekit.io/facility/issues/349/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-19 15:33:56.000000+00,2024-02-19 15:33:56.000000+00
508,350,1,https://ik.imagekit.io/facility/issues/350/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-02-25 10:23:52.000000+00,2024-02-25 10:23:52.000000+00
509,351,1,https://ik.imagekit.io/facility/issues/351/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-02 17:30:37.000000+00,2024-03-02 17:30:37.000000+00
510,353,1,https://ik.imagekit.io/facility/issues/353/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-28 10:51:00.000000+00,2024-03-28 10:51:00.000000+00
511,354,1,https://ik.imagekit.io/facility/issues/354/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-01 11:19:43.000000+00,2024-04-01 11:19:43.000000+00
512,354,10,https://ik.imagekit.io/facility/issues/354/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-04-05 11:19:43.000000+00,2024-04-05 11:19:43.000000+00
513,355,1,https://ik.imagekit.io/facility/issues/355/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-19 09:17:40.000000+00,2024-05-19 09:17:40.000000+00
514,355,8,https://ik.imagekit.io/facility/issues/355/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-06-02 09:17:40.000000+00,2024-06-02 09:17:40.000000+00
515,356,7,https://ik.imagekit.io/facility/issues/356/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-07-03 15:51:51.000000+00,2024-07-03 15:51:51.000000+00
516,357,1,https://ik.imagekit.io/facility/issues/357/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-25 13:36:52.000000+00,2024-07-25 13:36:52.000000+00
517,357,7,https://ik.imagekit.io/facility/issues/357/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-08-08 13:36:52.000000+00,2024-08-08 13:36:52.000000+00
518,358,1,https://ik.imagekit.io/facility/issues/358/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-07-29 16:11:18.000000+00,2024-07-29 16:11:18.000000+00
519,358,6,https://ik.imagekit.io/facility/issues/358/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-08-10 16:11:18.000000+00,2024-08-10 16:11:18.000000+00
520,359,1,https://ik.imagekit.io/facility/issues/359/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-21 16:26:50.000000+00,2024-08-21 16:26:50.000000+00
521,360,1,https://ik.imagekit.io/facility/issues/360/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-28 13:30:56.000000+00,2024-08-28 13:30:56.000000+00
522,361,1,https://ik.imagekit.io/facility/issues/361/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-09-05 10:26:36.000000+00,2024-09-05 10:26:36.000000+00
523,362,1,https://ik.imagekit.io/facility/issues/362/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-09-17 09:28:17.000000+00,2024-09-17 09:28:17.000000+00
524,362,10,https://ik.imagekit.io/facility/issues/362/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-09-22 09:28:17.000000+00,2024-09-22 09:28:17.000000+00
525,363,1,https://ik.imagekit.io/facility/issues/363/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-12 12:02:34.000000+00,2024-10-12 12:02:34.000000+00
526,364,1,https://ik.imagekit.io/facility/issues/364/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-13 14:22:19.000000+00,2024-10-13 14:22:19.000000+00
527,365,1,https://ik.imagekit.io/facility/issues/365/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-29 14:38:33.000000+00,2024-10-29 14:38:33.000000+00
528,365,10,https://ik.imagekit.io/facility/issues/365/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-11-09 14:38:33.000000+00,2024-11-09 14:38:33.000000+00
529,366,1,https://ik.imagekit.io/facility/issues/366/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-03 18:13:46.000000+00,2024-11-03 18:13:46.000000+00
530,367,1,https://ik.imagekit.io/facility/issues/367/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-04 09:03:42.000000+00,2024-11-04 09:03:42.000000+00
531,368,1,https://ik.imagekit.io/facility/issues/368/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-04 10:44:43.000000+00,2024-11-04 10:44:43.000000+00
532,368,6,https://ik.imagekit.io/facility/issues/368/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-11-09 10:44:43.000000+00,2024-11-09 10:44:43.000000+00
533,369,1,https://ik.imagekit.io/facility/issues/369/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-07 13:39:07.000000+00,2024-11-07 13:39:07.000000+00
534,369,10,https://ik.imagekit.io/facility/issues/369/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-11-20 13:39:07.000000+00,2024-11-20 13:39:07.000000+00
535,370,1,https://ik.imagekit.io/facility/issues/370/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-02 10:35:31.000000+00,2024-12-02 10:35:31.000000+00
536,370,10,https://ik.imagekit.io/facility/issues/370/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-06 10:35:31.000000+00,2024-12-06 10:35:31.000000+00
537,371,1,https://ik.imagekit.io/facility/issues/371/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-25 13:46:46.000000+00,2024-12-25 13:46:46.000000+00
538,372,1,https://ik.imagekit.io/facility/issues/372/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-26 16:23:51.000000+00,2024-12-26 16:23:51.000000+00
539,373,1,https://ik.imagekit.io/facility/issues/373/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-02 11:28:39.000000+00,2025-01-02 11:28:39.000000+00
540,374,1,https://ik.imagekit.io/facility/issues/374/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-26 16:51:26.000000+00,2025-01-26 16:51:26.000000+00
541,375,1,https://ik.imagekit.io/facility/issues/375/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-03 12:39:24.000000+00,2025-03-03 12:39:24.000000+00
542,375,9,https://ik.imagekit.io/facility/issues/375/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-09 12:39:24.000000+00,2025-03-09 12:39:24.000000+00
543,376,1,https://ik.imagekit.io/facility/issues/376/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-07 14:00:45.000000+00,2025-03-07 14:00:45.000000+00
544,376,9,https://ik.imagekit.io/facility/issues/376/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-21 14:00:45.000000+00,2025-03-21 14:00:45.000000+00
545,377,1,https://ik.imagekit.io/facility/issues/377/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-15 11:43:41.000000+00,2025-03-15 11:43:41.000000+00
546,377,6,https://ik.imagekit.io/facility/issues/377/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-21 11:43:41.000000+00,2025-03-21 11:43:41.000000+00
547,379,1,https://ik.imagekit.io/facility/issues/379/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-10 11:31:47.000000+00,2025-04-10 11:31:47.000000+00
548,379,6,https://ik.imagekit.io/facility/issues/379/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-04-14 11:31:47.000000+00,2025-04-14 11:31:47.000000+00
549,380,1,https://ik.imagekit.io/facility/issues/380/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-06 11:52:03.000000+00,2025-05-06 11:52:03.000000+00
550,380,9,https://ik.imagekit.io/facility/issues/380/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-05-19 11:52:03.000000+00,2025-05-19 11:52:03.000000+00
551,381,1,https://ik.imagekit.io/facility/issues/381/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-25 11:21:22.000000+00,2025-05-25 11:21:22.000000+00
552,382,1,https://ik.imagekit.io/facility/issues/382/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-28 14:26:06.000000+00,2025-05-28 14:26:06.000000+00
553,383,1,https://ik.imagekit.io/facility/issues/383/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-02 15:02:59.000000+00,2025-06-02 15:02:59.000000+00
554,383,6,https://ik.imagekit.io/facility/issues/383/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-06-15 15:02:59.000000+00,2025-06-15 15:02:59.000000+00
555,384,1,https://ik.imagekit.io/facility/issues/384/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-15 13:59:32.000000+00,2025-06-15 13:59:32.000000+00
556,385,1,https://ik.imagekit.io/facility/issues/385/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-30 16:26:38.000000+00,2025-06-30 16:26:38.000000+00
557,386,1,https://ik.imagekit.io/facility/issues/386/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-10 16:32:19.000000+00,2025-07-10 16:32:19.000000+00
558,386,9,https://ik.imagekit.io/facility/issues/386/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-07-22 16:32:19.000000+00,2025-07-22 16:32:19.000000+00
559,387,1,https://ik.imagekit.io/facility/issues/387/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-02 17:08:45.000000+00,2025-08-02 17:08:45.000000+00
560,387,9,https://ik.imagekit.io/facility/issues/387/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-11 17:08:45.000000+00,2025-08-11 17:08:45.000000+00
561,388,6,https://ik.imagekit.io/facility/issues/388/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-13 08:06:01.000000+00,2025-08-13 08:06:01.000000+00
562,389,1,https://ik.imagekit.io/facility/issues/389/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-10 09:50:18.000000+00,2025-08-10 09:50:18.000000+00
563,389,7,https://ik.imagekit.io/facility/issues/389/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-21 09:50:18.000000+00,2025-08-21 09:50:18.000000+00
564,391,1,https://ik.imagekit.io/facility/issues/391/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-16 14:12:39.000000+00,2025-08-16 14:12:39.000000+00
565,391,9,https://ik.imagekit.io/facility/issues/391/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-30 14:12:39.000000+00,2025-08-30 14:12:39.000000+00
566,392,1,https://ik.imagekit.io/facility/issues/392/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-21 11:11:43.000000+00,2025-09-21 11:11:43.000000+00
567,393,1,https://ik.imagekit.io/facility/issues/393/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-02 13:16:00.000000+00,2025-10-02 13:16:00.000000+00
568,393,10,https://ik.imagekit.io/facility/issues/393/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-11 13:16:00.000000+00,2025-10-11 13:16:00.000000+00
569,394,1,https://ik.imagekit.io/facility/issues/394/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-09 11:50:45.000000+00,2025-10-09 11:50:45.000000+00
570,394,10,https://ik.imagekit.io/facility/issues/394/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-21 11:50:45.000000+00,2025-10-21 11:50:45.000000+00
571,395,1,https://ik.imagekit.io/facility/issues/395/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-16 11:56:13.000000+00,2025-10-16 11:56:13.000000+00
572,395,6,https://ik.imagekit.io/facility/issues/395/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-23 11:56:13.000000+00,2025-10-23 11:56:13.000000+00
573,396,1,https://ik.imagekit.io/facility/issues/396/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-17 11:41:39.000000+00,2025-10-17 11:41:39.000000+00
574,396,10,https://ik.imagekit.io/facility/issues/396/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-26 11:41:39.000000+00,2025-10-26 11:41:39.000000+00
575,397,1,https://ik.imagekit.io/facility/issues/397/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-10-18 08:33:52.000000+00,2025-10-18 08:33:52.000000+00
576,398,1,https://ik.imagekit.io/facility/issues/398/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-11 17:34:34.000000+00,2025-11-11 17:34:34.000000+00
577,398,8,https://ik.imagekit.io/facility/issues/398/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-25 17:34:34.000000+00,2025-11-25 17:34:34.000000+00
578,399,1,https://ik.imagekit.io/facility/issues/399/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-19 16:47:49.000000+00,2025-12-19 16:47:49.000000+00
579,400,1,https://ik.imagekit.io/facility/issues/400/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-24 10:16:35.000000+00,2025-12-24 10:16:35.000000+00
580,401,2,https://ik.imagekit.io/facility/issues/401/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-01-18 16:59:35.000000+00,2024-01-18 16:59:35.000000+00
581,402,2,https://ik.imagekit.io/facility/issues/402/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-07 10:41:15.000000+00,2024-03-07 10:41:15.000000+00
582,403,2,https://ik.imagekit.io/facility/issues/403/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-03-18 10:36:23.000000+00,2024-03-18 10:36:23.000000+00
583,403,9,https://ik.imagekit.io/facility/issues/403/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-03-27 10:36:23.000000+00,2024-03-27 10:36:23.000000+00
584,404,2,https://ik.imagekit.io/facility/issues/404/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-01 14:21:56.000000+00,2024-04-01 14:21:56.000000+00
585,404,10,https://ik.imagekit.io/facility/issues/404/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2024-04-09 14:21:56.000000+00,2024-04-09 14:21:56.000000+00
586,405,2,https://ik.imagekit.io/facility/issues/405/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-13 10:34:12.000000+00,2024-04-13 10:34:12.000000+00
587,405,8,https://ik.imagekit.io/facility/issues/405/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-04-17 10:34:12.000000+00,2024-04-17 10:34:12.000000+00
588,406,2,https://ik.imagekit.io/facility/issues/406/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-23 09:16:34.000000+00,2024-04-23 09:16:34.000000+00
589,407,2,https://ik.imagekit.io/facility/issues/407/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-04-29 12:42:15.000000+00,2024-04-29 12:42:15.000000+00
590,407,9,https://ik.imagekit.io/facility/issues/407/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-05-05 12:42:15.000000+00,2024-05-05 12:42:15.000000+00
591,408,2,https://ik.imagekit.io/facility/issues/408/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-11 18:47:46.000000+00,2024-05-11 18:47:46.000000+00
592,409,2,https://ik.imagekit.io/facility/issues/409/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-05-26 13:50:23.000000+00,2024-05-26 13:50:23.000000+00
593,410,10,https://ik.imagekit.io/facility/issues/410/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-06-13 14:37:34.000000+00,2024-06-13 14:37:34.000000+00
594,411,2,https://ik.imagekit.io/facility/issues/411/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-06-24 16:31:50.000000+00,2024-06-24 16:31:50.000000+00
595,411,6,https://ik.imagekit.io/facility/issues/411/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-06-30 16:31:50.000000+00,2024-06-30 16:31:50.000000+00
596,412,2,https://ik.imagekit.io/facility/issues/412/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-21 10:10:23.000000+00,2024-08-21 10:10:23.000000+00
597,412,10,https://ik.imagekit.io/facility/issues/412/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-08-31 10:10:23.000000+00,2024-08-31 10:10:23.000000+00
598,413,2,https://ik.imagekit.io/facility/issues/413/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-08-24 14:26:01.000000+00,2024-08-24 14:26:01.000000+00
599,413,10,https://ik.imagekit.io/facility/issues/413/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-08-30 14:26:01.000000+00,2024-08-30 14:26:01.000000+00
600,414,2,https://ik.imagekit.io/facility/issues/414/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-09-22 10:25:38.000000+00,2024-09-22 10:25:38.000000+00
601,414,10,https://ik.imagekit.io/facility/issues/414/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-10-06 10:25:38.000000+00,2024-10-06 10:25:38.000000+00
602,415,2,https://ik.imagekit.io/facility/issues/415/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-13 12:14:53.000000+00,2024-10-13 12:14:53.000000+00
603,415,8,https://ik.imagekit.io/facility/issues/415/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-10-19 12:14:53.000000+00,2024-10-19 12:14:53.000000+00
604,416,2,https://ik.imagekit.io/facility/issues/416/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-26 12:37:04.000000+00,2024-10-26 12:37:04.000000+00
605,417,2,https://ik.imagekit.io/facility/issues/417/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-10-29 13:11:30.000000+00,2024-10-29 13:11:30.000000+00
606,418,2,https://ik.imagekit.io/facility/issues/418/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-11 15:57:49.000000+00,2024-11-11 15:57:49.000000+00
607,418,6,https://ik.imagekit.io/facility/issues/418/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-11-15 15:57:49.000000+00,2024-11-15 15:57:49.000000+00
608,419,2,https://ik.imagekit.io/facility/issues/419/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-11-29 11:51:47.000000+00,2024-11-29 11:51:47.000000+00
609,419,9,https://ik.imagekit.io/facility/issues/419/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-12-07 11:51:47.000000+00,2024-12-07 11:51:47.000000+00
610,420,2,https://ik.imagekit.io/facility/issues/420/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-12-26 11:00:45.000000+00,2024-12-26 11:00:45.000000+00
611,420,9,https://ik.imagekit.io/facility/issues/420/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-01-05 11:00:45.000000+00,2025-01-05 11:00:45.000000+00
612,421,2,https://ik.imagekit.io/facility/issues/421/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-01-23 14:16:16.000000+00,2025-01-23 14:16:16.000000+00
613,421,9,https://ik.imagekit.io/facility/issues/421/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-02-05 14:16:16.000000+00,2025-02-05 14:16:16.000000+00
614,422,2,https://ik.imagekit.io/facility/issues/422/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-07 12:23:35.000000+00,2025-02-07 12:23:35.000000+00
615,422,10,https://ik.imagekit.io/facility/issues/422/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-02-20 12:23:35.000000+00,2025-02-20 12:23:35.000000+00
616,423,2,https://ik.imagekit.io/facility/issues/423/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-08 15:28:50.000000+00,2025-02-08 15:28:50.000000+00
617,423,9,https://ik.imagekit.io/facility/issues/423/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-02-18 15:28:50.000000+00,2025-02-18 15:28:50.000000+00
618,424,2,https://ik.imagekit.io/facility/issues/424/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-10 08:05:52.000000+00,2025-02-10 08:05:52.000000+00
619,426,2,https://ik.imagekit.io/facility/issues/426/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-22 13:12:02.000000+00,2025-02-22 13:12:02.000000+00
620,427,2,https://ik.imagekit.io/facility/issues/427/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-02-23 11:25:22.000000+00,2025-02-23 11:25:22.000000+00
621,427,6,https://ik.imagekit.io/facility/issues/427/after-1.jpg,AFTER,SUSPECT,"{""confidence"":0.61,""suspect_reason"":""work incomplete""}",2025-03-07 11:25:22.000000+00,2025-03-07 11:25:22.000000+00
622,428,2,https://ik.imagekit.io/facility/issues/428/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-17 13:37:22.000000+00,2025-03-17 13:37:22.000000+00
623,428,10,https://ik.imagekit.io/facility/issues/428/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-03-24 13:37:22.000000+00,2025-03-24 13:37:22.000000+00
624,429,2,https://ik.imagekit.io/facility/issues/429/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-03-25 09:04:32.000000+00,2025-03-25 09:04:32.000000+00
625,429,8,https://ik.imagekit.io/facility/issues/429/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-04-02 09:04:32.000000+00,2025-04-02 09:04:32.000000+00
626,430,2,https://ik.imagekit.io/facility/issues/430/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-10 17:29:43.000000+00,2025-04-10 17:29:43.000000+00
627,431,2,https://ik.imagekit.io/facility/issues/431/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-04-27 11:22:33.000000+00,2025-04-27 11:22:33.000000+00
628,431,10,https://ik.imagekit.io/facility/issues/431/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-05-02 11:22:33.000000+00,2025-05-02 11:22:33.000000+00
629,432,10,https://ik.imagekit.io/facility/issues/432/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-05-14 11:13:57.000000+00,2025-05-14 11:13:57.000000+00
630,433,2,https://ik.imagekit.io/facility/issues/433/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-11 10:12:53.000000+00,2025-05-11 10:12:53.000000+00
631,433,10,https://ik.imagekit.io/facility/issues/433/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-05-16 10:12:53.000000+00,2025-05-16 10:12:53.000000+00
632,434,2,https://ik.imagekit.io/facility/issues/434/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-20 13:02:54.000000+00,2025-05-20 13:02:54.000000+00
633,435,2,https://ik.imagekit.io/facility/issues/435/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-05-23 11:36:08.000000+00,2025-05-23 11:36:08.000000+00
634,435,6,https://ik.imagekit.io/facility/issues/435/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-06-04 11:36:08.000000+00,2025-06-04 11:36:08.000000+00
635,436,2,https://ik.imagekit.io/facility/issues/436/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-09 13:20:44.000000+00,2025-06-09 13:20:44.000000+00
636,437,2,https://ik.imagekit.io/facility/issues/437/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-06-30 11:39:21.000000+00,2025-06-30 11:39:21.000000+00
637,438,2,https://ik.imagekit.io/facility/issues/438/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-14 10:36:43.000000+00,2025-07-14 10:36:43.000000+00
638,438,7,https://ik.imagekit.io/facility/issues/438/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-07-26 10:36:43.000000+00,2025-07-26 10:36:43.000000+00
639,439,2,https://ik.imagekit.io/facility/issues/439/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-19 12:00:11.000000+00,2025-07-19 12:00:11.000000+00
640,440,2,https://ik.imagekit.io/facility/issues/440/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-07-26 13:36:03.000000+00,2025-07-26 13:36:03.000000+00
641,440,10,https://ik.imagekit.io/facility/issues/440/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-03 13:36:03.000000+00,2025-08-03 13:36:03.000000+00
642,441,2,https://ik.imagekit.io/facility/issues/441/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-11 11:35:59.000000+00,2025-08-11 11:35:59.000000+00
643,441,9,https://ik.imagekit.io/facility/issues/441/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-16 11:35:59.000000+00,2025-08-16 11:35:59.000000+00
644,442,2,https://ik.imagekit.io/facility/issues/442/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-17 11:32:31.000000+00,2025-08-17 11:32:31.000000+00
645,443,2,https://ik.imagekit.io/facility/issues/443/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-08-19 17:26:40.000000+00,2025-08-19 17:26:40.000000+00
646,443,10,https://ik.imagekit.io/facility/issues/443/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-24 17:26:40.000000+00,2025-08-24 17:26:40.000000+00
647,444,10,https://ik.imagekit.io/facility/issues/444/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-08-29 14:38:41.000000+00,2025-08-29 14:38:41.000000+00
648,445,2,https://ik.imagekit.io/facility/issues/445/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-15 10:15:42.000000+00,2025-09-15 10:15:42.000000+00
649,446,2,https://ik.imagekit.io/facility/issues/446/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-09-28 15:33:48.000000+00,2025-09-28 15:33:48.000000+00
650,446,9,https://ik.imagekit.io/facility/issues/446/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-10-03 15:33:48.000000+00,2025-10-03 15:33:48.000000+00
651,447,2,https://ik.imagekit.io/facility/issues/447/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-04 12:08:08.000000+00,2025-11-04 12:08:08.000000+00
652,447,7,https://ik.imagekit.io/facility/issues/447/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-11-18 12:08:08.000000+00,2025-11-18 12:08:08.000000+00
653,448,2,https://ik.imagekit.io/facility/issues/448/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-12 17:35:28.000000+00,2025-11-12 17:35:28.000000+00
654,449,2,https://ik.imagekit.io/facility/issues/449/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-11-22 12:14:51.000000+00,2025-11-22 12:14:51.000000+00
655,450,2,https://ik.imagekit.io/facility/issues/450/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-06 10:18:30.000000+00,2025-12-06 10:18:30.000000+00
656,451,2,https://ik.imagekit.io/facility/issues/451/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-08 15:35:23.000000+00,2025-12-08 15:35:23.000000+00
657,451,10,https://ik.imagekit.io/facility/issues/451/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2025-12-14 15:35:23.000000+00,2025-12-14 15:35:23.000000+00
658,452,2,https://ik.imagekit.io/facility/issues/452/before-1.jpg,BEFORE,NOT_CHECKED,{},2025-12-15 13:51:58.000000+00,2025-12-15 13:51:58.000000+00
659,453,3,https://ik.imagekit.io/facility/issues/453/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-01-20 10:30:40.000000+00,2024-01-20 10:30:40.000000+00
660,453,8,https://ik.imagekit.io/facility/issues/453/after-1.jpg,AFTER,OK,"{""confidence"":0.92}",2024-02-03 10:30:40.000000+00,2024-02-03 10:30:40.000000+00
661,454,3,https://ik.imagekit.io/facility/issues/454/before-1.jpg,BEFORE,NOT_CHECKED,{},2024-01-24 11:07:25.000000+00,2024-01-24 11:07:25.000000+00
