id,site_id,raised_by_supervisor_id,title,description,priority,deadline_at,status,track_status,latitude,longitude,created_at,updated_at
2799,1,1,AC unit malfunction #2799,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2022-11-23 16:30:56.000000+00,ASSIGNED,DELAYED,13.039791,80.040416,2022-11-15 16:30:56.000000+00,2022-11-16 13:30:56.000000+00
2800,12,3,Network switch failure #2800,Painting issue at site. Priority: low. Requires immediate attention.,low,2026-01-12 12:28:57.000000+00,COMPLETED,DELAYED,13.193892,79.928895,2025-12-22 12:28:57.000000+00,2025-12-23 21:28:57.000000+00
2801,18,2,Exhaust fan issue #2801,Hvac issue at site. Priority: high. Requires immediate attention.,high,2024-07-12 14:14:30.000000+00,REOPENED,DELAYED,12.608277,80.29068,2024-07-09 14:14:30.000000+00,2024-07-10 08:14:30.000000+00
2802,8,3,Network switch failure #2802,Network issue at site. Priority: high. Requires immediate attention.,high,2022-11-06 12:35:42.000000+00,COMPLETED,ON_TRACK,12.884353,80.23111,2022-10-29 12:35:42.000000+00,2022-10-30 16:35:42.000000+00
2803,1,1,Roof leak reported #2803,Network issue at site. Priority: medium. Requires immediate attention.,medium,2024-04-11 13:45:06.000000+00,COMPLETED,ON_TRACK,13.138239,80.128715,2024-04-02 13:45:06.000000+00,2024-04-04 08:45:06.000000+00
2804,5,1,Window seal damaged #2804,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2023-03-25 16:41:39.000000+00,COMPLETED,ON_TRACK,12.933448,80.251787,2023-03-18 16:41:39.000000+00,2023-03-19 06:41:39.000000+00
2805,9,3,HVAC not cooling #2805,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2023-08-29 16:29:13.000000+00,REOPENED,ON_TRACK,13.085016,80.275524,2023-08-10 16:29:13.000000+00,2023-08-11 05:29:13.000000+00
2806,3,2,Leaking pipe in restroom #2806,Network issue at site. Priority: low. Requires immediate attention.,low,2022-05-29 10:48:09.000000+00,COMPLETED,ON_TRACK,13.042881,80.134044,2022-05-13 10:48:09.000000+00,2022-05-13 11:48:09.000000+00
2807,8,3,HVAC not cooling #2807,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2025-04-26 19:59:48.000000+00,COMPLETED,ON_TRACK,12.766311,79.950375,2025-04-20 19:59:48.000000+00,2025-04-22 03:59:48.000000+00
2808,14,1,Water seepage issue #2808,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2024-07-01 15:12:35.000000+00,ASSIGNED,DELAYED,12.93299,79.943092,2024-06-20 15:12:35.000000+00,2024-06-21 22:12:35.000000+00
2809,5,1,Cable tray damage #2809,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2022-09-12 16:06:35.000000+00,REOPENED,ON_TRACK,12.818267,80.304133,2022-09-08 16:06:35.000000+00,2022-09-10 13:06:35.000000+00
2810,17,2,Water seepage issue #2810,Network issue at site. Priority: high. Requires immediate attention.,high,2023-01-31 10:05:12.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.892009,80.08364,2023-01-22 10:05:12.000000+00,2023-01-23 06:05:12.000000+00
2811,3,2,Pump motor failure #2811,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2024-01-18 15:37:43.000000+00,REOPENED,ON_TRACK,12.842199,79.969543,2024-01-06 15:37:43.000000+00,2024-01-06 16:37:43.000000+00
2812,16,1,Floor drain blocked #2812,Electrical issue at site. Priority: high. Requires immediate attention.,high,2023-10-12 13:30:58.000000+00,IN_PROGRESS,DELAYED,12.918452,79.93193,2023-10-05 13:30:58.000000+00,2023-10-06 05:30:58.000000+00
2813,19,2,Roof leak reported #2813,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2023-10-17 09:11:33.000000+00,REOPENED,DELAYED,12.866538,80.185167,2023-10-11 09:11:33.000000+00,2023-10-12 07:11:33.000000+00
2814,19,2,Painting required #2814,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2026-01-07 23:38:46.000000+00,ESCALATED,DELAYED,13.066256,80.301742,2026-01-02 23:38:46.000000+00,2026-01-04 17:38:46.000000+00
2815,17,2,Cable tray damage #2815,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2023-03-14 13:15:37.000000+00,COMPLETED,DELAYED,12.747052,80.248297,2023-03-02 13:15:37.000000+00,2023-03-02 23:15:37.000000+00
2816,8,3,HVAC not cooling #2816,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-10-18 10:40:19.000000+00,OPEN,ON_TRACK,12.907008,79.94461,2022-09-28 10:40:19.000000+00,2022-09-30 06:40:19.000000+00
2817,6,2,Cable tray damage #2817,Electrical issue at site. Priority: low. Requires immediate attention.,low,2022-04-04 18:10:16.000000+00,COMPLETED,ON_TRACK,12.898979,79.913211,2022-03-22 18:10:16.000000+00,2022-03-24 02:10:16.000000+00
2818,2,2,Leaking pipe in restroom #2818,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2023-03-15 05:27:48.000000+00,REOPENED,ON_TRACK,13.109257,80.152612,2023-03-07 05:27:48.000000+00,2023-03-08 10:27:48.000000+00
2819,4,3,Ceiling tile damage #2819,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-09-17 16:12:48.000000+00,IN_PROGRESS,DELAYED,12.676896,80.146825,2022-09-04 16:12:48.000000+00,2022-09-05 18:12:48.000000+00
2820,6,2,Carpentry repair needed #2820,Electrical issue at site. Priority: low. Requires immediate attention.,low,2025-07-10 18:35:27.000000+00,ESCALATED,DELAYED,12.642134,80.317001,2025-06-22 18:35:27.000000+00,2025-06-24 00:35:27.000000+00
2821,14,1,Window seal damaged #2821,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2025-01-05 11:39:56.000000+00,IN_PROGRESS,DELAYED,12.984373,80.217654,2024-12-28 11:39:56.000000+00,2024-12-30 01:39:56.000000+00
2822,2,2,Sewage backup #2822,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2023-07-22 19:50:48.000000+00,IN_PROGRESS,ON_TRACK,12.644672,80.085798,2023-07-13 19:50:48.000000+00,2023-07-14 10:50:48.000000+00
2823,14,1,Light fixture failure #2823,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2025-12-26 00:26:30.000000+00,COMPLETED,ON_TRACK,12.885376,80.275436,2025-12-18 00:26:30.000000+00,2025-12-18 06:26:30.000000+00
2824,17,2,Carpentry repair needed #2824,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2023-07-16 15:28:30.000000+00,OPEN,DELAYED,13.133518,80.062986,2023-07-04 15:28:30.000000+00,2023-07-05 09:28:30.000000+00
2825,11,2,Ceiling tile damage #2825,Network issue at site. Priority: medium. Requires immediate attention.,medium,2023-01-12 16:43:59.000000+00,COMPLETED,ON_TRACK,13.147194,79.986333,2022-12-30 16:43:59.000000+00,2023-01-01 05:43:59.000000+00
2826,6,2,Painting required #2826,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2025-03-31 14:02:18.000000+00,IN_PROGRESS,ON_TRACK,12.761204,80.045977,2025-03-24 14:02:18.000000+00,2025-03-25 15:02:18.000000+00
2827,16,1,Cable tray damage #2827,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2022-04-14 15:51:33.000000+00,COMPLETED,DELAYED,12.970709,80.255267,2022-04-07 15:51:33.000000+00,2022-04-07 20:51:33.000000+00
2828,13,1,Painting required #2828,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-06-28 10:26:06.000000+00,OPEN,DELAYED,12.862895,80.084966,2022-06-18 10:26:06.000000+00,2022-06-18 11:26:06.000000+00
2829,8,3,Window seal damaged #2829,Painting issue at site. Priority: high. Requires immediate attention.,high,2025-05-25 08:19:13.000000+00,ESCALATED,DELAYED,12.753277,80.181311,2025-05-15 08:19:13.000000+00,2025-05-16 20:19:13.000000+00
2830,1,1,Network switch failure #2830,Network issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-14 13:54:07.000000+00,ASSIGNED,DELAYED,12.914406,80.249514,2025-02-09 13:54:07.000000+00,2025-02-11 03:54:07.000000+00
2831,15,1,Carpentry repair needed #2831,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2025-09-27 16:13:39.000000+00,COMPLETED,DELAYED,12.723975,79.936035,2025-09-08 16:13:39.000000+00,2025-09-08 19:13:39.000000+00
2832,6,2,Electrical fault in panel #2832,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2024-01-16 14:14:01.000000+00,ASSIGNED,ON_TRACK,12.774559,80.061535,2024-01-02 14:14:01.000000+00,2024-01-03 16:14:01.000000+00
2833,12,3,HVAC not cooling #2833,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2023-08-01 15:19:33.000000+00,ESCALATED,DELAYED,12.727313,79.966808,2023-07-21 15:19:33.000000+00,2023-07-23 11:19:33.000000+00
2834,16,1,Floor drain blocked #2834,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-03-27 07:28:55.000000+00,COMPLETED,DELAYED,12.804529,79.926693,2025-03-08 07:28:55.000000+00,2025-03-09 14:28:55.000000+00
2835,7,3,Window seal damaged #2835,Network issue at site. Priority: high. Requires immediate attention.,high,2025-01-27 12:07:03.000000+00,ASSIGNED,DELAYED,12.603978,79.912907,2025-01-18 12:07:03.000000+00,2025-01-18 20:07:03.000000+00
2836,14,1,Door hinge broken #2836,Painting issue at site. Priority: high. Requires immediate attention.,high,2024-11-21 02:15:22.000000+00,IN_PROGRESS,ON_TRACK,12.716207,79.935679,2024-11-13 02:15:22.000000+00,2024-11-14 23:15:22.000000+00
2837,6,2,Ceiling tile damage #2837,Hvac issue at site. Priority: low. Requires immediate attention.,low,2023-04-17 14:38:29.000000+00,ESCALATED,ON_TRACK,12.953923,80.129619,2023-03-30 14:38:29.000000+00,2023-04-01 11:38:29.000000+00
2838,13,1,Light fixture failure #2838,Painting issue at site. Priority: high. Requires immediate attention.,high,2024-08-28 19:51:44.000000+00,ESCALATED,ON_TRACK,12.874902,80.281131,2024-08-20 19:51:44.000000+00,2024-08-20 21:51:44.000000+00
2839,13,1,Sewage backup #2839,Network issue at site. Priority: high. Requires immediate attention.,high,2022-10-31 10:26:01.000000+00,COMPLETED,ON_TRACK,12.716614,80.291983,2022-10-23 10:26:01.000000+00,2022-10-25 03:26:01.000000+00
2840,10,1,Network switch failure #2840,Network issue at site. Priority: low. Requires immediate attention.,low,2025-01-12 14:37:25.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,13.035561,80.146031,2024-12-30 14:37:25.000000+00,2024-12-31 11:37:25.000000+00
2841,17,2,Ceiling tile damage #2841,Network issue at site. Priority: high. Requires immediate attention.,high,2022-03-04 12:40:01.000000+00,COMPLETED,DELAYED,12.851422,80.000376,2022-02-26 12:40:01.000000+00,2022-02-27 05:40:01.000000+00
2842,11,2,Water seepage issue #2842,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2022-08-12 13:14:51.000000+00,IN_PROGRESS,DELAYED,12.672564,80.15369,2022-08-03 13:14:51.000000+00,2022-08-05 05:14:51.000000+00
2843,2,2,Ceiling tile damage #2843,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2022-09-18 17:13:56.000000+00,OPEN,ON_TRACK,12.960396,80.209531,2022-09-13 17:13:56.000000+00,2022-09-13 22:13:56.000000+00
2844,6,2,Electrical fault in panel #2844,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2025-05-23 13:21:53.000000+00,COMPLETED,ON_TRACK,12.963995,80.168455,2025-05-13 13:21:53.000000+00,2025-05-14 11:21:53.000000+00
2845,13,1,Electrical fault in panel #2845,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2025-05-12 05:43:12.000000+00,OPEN,ON_TRACK,12.891068,80.322342,2025-04-29 05:43:12.000000+00,2025-04-29 19:43:12.000000+00
2846,14,1,Light fixture failure #2846,Hvac issue at site. Priority: low. Requires immediate attention.,low,2023-12-05 23:52:24.000000+00,REOPENED,ON_TRACK,12.865236,79.933166,2023-11-25 23:52:24.000000+00,2023-11-26 03:52:24.000000+00
2847,10,1,Mechanical breakdown #2847,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2023-01-14 15:30:24.000000+00,OPEN,DELAYED,12.963724,80.262044,2023-01-02 15:30:24.000000+00,2023-01-04 14:30:24.000000+00
2848,5,1,Floor drain blocked #2848,Hvac issue at site. Priority: high. Requires immediate attention.,high,2025-09-17 15:13:29.000000+00,COMPLETED,DELAYED,12.953612,80.112244,2025-09-13 15:13:29.000000+00,2025-09-15 05:13:29.000000+00
2849,4,3,Sewage backup #2849,Painting issue at site. Priority: high. Requires immediate attention.,high,2022-08-01 17:19:21.000000+00,ASSIGNED,DELAYED,13.00201,80.315162,2022-07-25 17:19:21.000000+00,2022-07-27 14:19:21.000000+00
2850,9,3,Network switch failure #2850,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2022-11-26 16:08:24.000000+00,COMPLETED,ON_TRACK,12.868123,80.157141,2022-11-12 16:08:24.000000+00,2022-11-13 17:08:24.000000+00
2851,13,1,Cable tray damage #2851,Mechanical issue at site. Priority: medium. Requires immediate attention.,medium,2023-03-08 17:02:11.000000+00,COMPLETED,ON_TRACK,12.85586,80.127794,2023-02-23 17:02:11.000000+00,2023-02-23 18:02:11.000000+00
2852,17,2,Sewage backup #2852,Painting issue at site. Priority: low. Requires immediate attention.,low,2024-01-22 11:36:58.000000+00,COMPLETED,DELAYED,13.192141,80.033658,2024-01-14 11:36:58.000000+00,2024-01-15 08:36:58.000000+00
2853,19,2,Ceiling tile damage #2853,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2025-03-20 16:37:11.000000+00,ASSIGNED,DELAYED,12.771181,79.923822,2025-03-04 16:37:11.000000+00,2025-03-05 09:37:11.000000+00
2854,15,1,Pump motor failure #2854,Hvac issue at site. Priority: high. Requires immediate attention.,high,2022-10-24 15:08:23.000000+00,COMPLETED,DELAYED,12.763617,80.226854,2022-10-17 15:08:23.000000+00,2022-10-17 20:08:23.000000+00
2855,2,2,Floor drain blocked #2855,Network issue at site. Priority: medium. Requires immediate attention.,medium,2023-06-15 18:10:35.000000+00,ESCALATED,DELAYED,12.766359,79.924666,2023-06-03 18:10:35.000000+00,2023-06-05 10:10:35.000000+00
2856,8,3,Sewage backup #2856,Network issue at site. Priority: low. Requires immediate attention.,low,2022-07-25 11:34:15.000000+00,COMPLETED,ON_TRACK,13.078708,80.007655,2022-07-12 11:34:15.000000+00,2022-07-13 23:34:15.000000+00
2857,1,1,Light fixture failure #2857,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2023-05-10 17:38:44.000000+00,ESCALATED,DELAYED,13.005579,79.908371,2023-05-04 17:38:44.000000+00,2023-05-06 00:38:44.000000+00
2858,15,1,Roof leak reported #2858,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-10-25 13:42:15.000000+00,IN_PROGRESS,ON_TRACK,12.617642,79.986125,2025-10-15 13:42:15.000000+00,2025-10-17 04:42:15.000000+00
2859,6,2,Pump motor failure #2859,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2023-09-16 13:48:59.000000+00,IN_PROGRESS,DELAYED,13.102514,80.318648,2023-09-04 13:48:59.000000+00,2023-09-05 09:48:59.000000+00
2860,13,1,Window seal damaged #2860,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2023-01-22 15:49:30.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,12.911264,79.981583,2023-01-16 15:49:30.000000+00,2023-01-18 15:49:30.000000+00
2861,17,2,Water seepage issue #2861,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2022-04-28 11:50:14.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.724578,80.140363,2022-04-19 11:50:14.000000+00,2022-04-20 00:50:14.000000+00
2862,5,1,Door hinge broken #2862,Carpentry issue at site. Priority: high. Requires immediate attention.,high,2025-06-04 12:43:52.000000+00,OPEN,ON_TRACK,12.781895,80.174519,2025-05-26 12:43:52.000000+00,2025-05-27 06:43:52.000000+00
2863,19,2,Water seepage issue #2863,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2023-12-11 13:14:25.000000+00,COMPLETED,DELAYED,12.761415,80.329957,2023-12-04 13:14:25.000000+00,2023-12-06 02:14:25.000000+00
2864,11,2,Electrical fault in panel #2864,Hvac issue at site. Priority: low. Requires immediate attention.,low,2022-06-19 18:29:24.000000+00,COMPLETED,DELAYED,12.629038,80.143394,2022-06-10 18:29:24.000000+00,2022-06-12 15:29:24.000000+00
2865,6,2,Cable tray damage #2865,Painting issue at site. Priority: low. Requires immediate attention.,low,2024-04-13 12:58:32.000000+00,OPEN,ON_TRACK,12.919581,80.312705,2024-04-04 12:58:32.000000+00,2024-04-04 14:58:32.000000+00
2866,12,3,Window seal damaged #2866,Electrical issue at site. Priority: high. Requires immediate attention.,high,2025-09-03 08:18:40.000000+00,REOPENED,DELAYED,12.839632,80.091842,2025-08-26 08:18:40.000000+00,2025-08-26 11:18:40.000000+00
2867,3,2,Carpentry repair needed #2867,Network issue at site. Priority: high. Requires immediate attention.,high,2022-09-27 03:58:28.000000+00,COMPLETED,DELAYED,12.653684,80.307759,2022-09-21 03:58:28.000000+00,2022-09-21 04:58:28.000000+00
2868,9,3,Generator fault #2868,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2025-12-30 15:20:32.000000+00,ASSIGNED,ON_TRACK,12.760135,80.260686,2025-12-12 15:20:32.000000+00,2025-12-13 18:20:32.000000+00
2869,3,2,Mechanical breakdown #2869,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-07-01 15:52:58.000000+00,COMPLETED,DELAYED,13.17291,80.156778,2025-06-13 15:52:58.000000+00,2025-06-14 06:52:58.000000+00
2870,8,3,AC unit malfunction #2870,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2023-06-02 17:19:57.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,12.611954,80.148135,2023-05-26 17:19:57.000000+00,2023-05-27 22:19:57.000000+00
2871,13,1,Light fixture failure #2871,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2022-05-27 18:11:56.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.10474,80.31127,2022-05-11 18:11:56.000000+00,2022-05-12 21:11:56.000000+00
2872,10,1,Pump motor failure #2872,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2022-02-08 16:19:04.000000+00,ESCALATED,DELAYED,12.990362,80.295175,2022-01-22 16:19:04.000000+00,2022-01-24 11:19:04.000000+00
2873,6,2,Light fixture failure #2873,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2023-10-07 10:13:16.000000+00,COMPLETED,ON_TRACK,12.821673,80.301945,2023-09-26 10:13:16.000000+00,2023-09-28 10:13:16.000000+00
2874,3,2,Painting required #2874,Electrical issue at site. Priority: high. Requires immediate attention.,high,2025-07-02 08:14:48.000000+00,ESCALATED,ON_TRACK,13.042456,80.085112,2025-06-25 08:14:48.000000+00,2025-06-26 04:14:48.000000+00
2875,2,2,Ceiling tile damage #2875,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-09-30 16:39:11.000000+00,ESCALATED,DELAYED,13.13891,79.951536,2025-09-17 16:39:11.000000+00,2025-09-18 14:39:11.000000+00
2876,7,3,Window seal damaged #2876,Hvac issue at site. Priority: medium. Requires immediate attention.,medium,2025-10-02 13:48:14.000000+00,IN_PROGRESS,ON_TRACK,13.095331,80.054283,2025-09-23 13:48:14.000000+00,2025-09-25 00:48:14.000000+00
2877,14,1,Exhaust fan issue #2877,Painting issue at site. Priority: low. Requires immediate attention.,low,2025-03-15 15:44:32.000000+00,IN_PROGRESS,ON_TRACK,13.101413,80.011627,2025-03-07 15:44:32.000000+00,2025-03-09 13:44:32.000000+00
2878,15,1,Electrical fault in panel #2878,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2023-06-10 10:35:25.000000+00,IN_PROGRESS,ON_TRACK,13.043383,80.015792,2023-06-02 10:35:25.000000+00,2023-06-03 04:35:25.000000+00
2879,20,3,Sewage backup #2879,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2024-03-04 08:51:09.000000+00,COMPLETED,DELAYED,12.611074,80.214461,2024-02-21 08:51:09.000000+00,2024-02-21 17:51:09.000000+00
2880,9,3,Electrical fault in panel #2880,Plumbing issue at site. Priority: medium. Requires immediate attention.,medium,2025-04-03 13:49:17.000000+00,ESCALATED,ON_TRACK,13.02745,79.935136,2025-03-23 13:49:17.000000+00,2025-03-23 15:49:17.000000+00
2881,14,1,Floor drain blocked #2881,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2022-06-08 13:49:37.000000+00,ESCALATED,ON_TRACK,12.731115,80.097833,2022-05-29 13:49:37.000000+00,2022-05-29 14:49:37.000000+00
2882,8,3,Carpentry repair needed #2882,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2023-05-13 14:19:14.000000+00,REOPENED,DELAYED,12.762879,80.275266,2023-05-06 14:19:14.000000+00,2023-05-08 11:19:14.000000+00
2883,11,2,Electrical fault in panel #2883,Hvac issue at site. Priority: high. Requires immediate attention.,high,2024-11-17 17:10:49.000000+00,ESCALATED,DELAYED,12.66448,80.059714,2024-11-11 17:10:49.000000+00,2024-11-13 05:10:49.000000+00
2884,16,1,Electrical fault in panel #2884,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2022-02-03 10:41:17.000000+00,COMPLETED,ON_TRACK,13.010724,80.161823,2022-01-24 10:41:17.000000+00,2022-01-25 04:41:17.000000+00
2885,7,3,Light fixture failure #2885,Electrical issue at site. Priority: high. Requires immediate attention.,high,2025-03-12 14:09:01.000000+00,COMPLETED,DELAYED,13.008814,80.246038,2025-03-04 14:09:01.000000+00,2025-03-06 13:09:01.000000+00
2886,13,1,Light fixture failure #2886,Painting issue at site. Priority: low. Requires immediate attention.,low,2022-08-29 09:28:29.000000+00,COMPLETED,DELAYED,12.9642,80.06716,2022-08-18 09:28:29.000000+00,2022-08-19 14:28:29.000000+00
2887,18,2,Ceiling tile damage #2887,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2022-12-16 04:46:46.000000+00,IN_PROGRESS,ON_TRACK,12.956579,80.171063,2022-12-08 04:46:46.000000+00,2022-12-08 06:46:46.000000+00
2888,19,2,Exhaust fan issue #2888,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2023-07-12 16:32:32.000000+00,ESCALATED,DELAYED,13.057116,80.146125,2023-06-30 16:32:32.000000+00,2023-07-02 02:32:32.000000+00
2889,1,1,Generator fault #2889,Carpentry issue at site. Priority: low. Requires immediate attention.,low,2025-08-27 15:11:46.000000+00,COMPLETED,DELAYED,13.09822,80.009012,2025-08-07 15:11:46.000000+00,2025-08-07 16:11:46.000000+00
2890,3,2,Ceiling tile damage #2890,Network issue at site. Priority: low. Requires immediate attention.,low,2024-08-09 13:40:41.000000+00,ASSIGNED,ON_TRACK,13.114324,80.206186,2024-07-24 13:40:41.000000+00,2024-07-26 06:40:41.000000+00
2891,1,1,Floor drain blocked #2891,Painting issue at site. Priority: low. Requires immediate attention.,low,2023-12-14 10:18:01.000000+00,ASSIGNED,DELAYED,13.121464,79.970814,2023-12-02 10:18:01.000000+00,2023-12-03 11:18:01.000000+00
2892,15,1,Light fixture failure #2892,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2025-11-07 10:28:06.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,13.08434,80.128408,2025-10-23 10:28:06.000000+00,2025-10-24 08:28:06.000000+00
2893,2,2,Carpentry repair needed #2893,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2024-06-24 08:42:08.000000+00,COMPLETED,ON_TRACK,12.891382,80.298731,2024-06-19 08:42:08.000000+00,2024-06-20 10:42:08.000000+00
2894,19,2,Sewage backup #2894,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2025-10-16 12:13:37.000000+00,OPEN,ON_TRACK,12.979672,80.271647,2025-10-09 12:13:37.000000+00,2025-10-10 20:13:37.000000+00
2895,7,3,Leaking pipe in restroom #2895,Network issue at site. Priority: low. Requires immediate attention.,low,2022-09-29 12:40:50.000000+00,COMPLETED,DELAYED,13.094816,80.250566,2022-09-18 12:40:50.000000+00,2022-09-19 04:40:50.000000+00
2896,4,3,Painting required #2896,Network issue at site. Priority: low. Requires immediate attention.,low,2024-02-09 16:41:39.000000+00,COMPLETED,ON_TRACK,13.003594,79.954357,2024-01-22 16:41:39.000000+00,2024-01-23 05:41:39.000000+00
2897,13,1,AC unit malfunction #2897,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2025-12-02 18:41:04.000000+00,COMPLETED,DELAYED,12.836871,80.26246,2025-11-14 18:41:04.000000+00,2025-11-15 22:41:04.000000+00
2898,3,2,HVAC not cooling #2898,Carpentry issue at site. Priority: medium. Requires immediate attention.,medium,2025-05-02 10:43:42.000000+00,ESCALATED,DELAYED,12.997372,80.023564,2025-04-21 10:43:42.000000+00,2025-04-22 18:43:42.000000+00
2899,19,2,Sewage backup #2899,Electrical issue at site. Priority: medium. Requires immediate attention.,medium,2023-06-30 13:26:23.000000+00,COMPLETED,ON_TRACK,13.193189,80.218262,2023-06-23 13:26:23.000000+00,2023-06-25 09:26:23.000000+00
2900,7,3,Floor drain blocked #2900,Plumbing issue at site. Priority: low. Requires immediate attention.,low,2024-10-28 14:05:40.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,12.914935,79.980313,2024-10-08 14:05:40.000000+00,2024-10-10 03:05:40.000000+00
2901,2,2,Door hinge broken #2901,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2025-08-03 12:44:48.000000+00,COMPLETED,DELAYED,12.641679,80.232255,2025-07-27 12:44:48.000000+00,2025-07-28 06:44:48.000000+00
2902,7,3,Mechanical breakdown #2902,Plumbing issue at site. Priority: high. Requires immediate attention.,high,2024-05-10 12:09:35.000000+00,COMPLETED,ON_TRACK,12.657854,80.120831,2024-05-04 12:09:35.000000+00,2024-05-05 08:09:35.000000+00
2903,13,1,Electrical fault in panel #2903,Painting issue at site. Priority: high. Requires immediate attention.,high,2025-02-25 12:30:07.000000+00,COMPLETED,ON_TRACK,12.828468,80.255828,2025-02-22 12:30:07.000000+00,2025-02-24 06:30:07.000000+00
2904,8,3,Network switch failure #2904,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2025-11-20 16:56:39.000000+00,COMPLETED,ON_TRACK,12.64344,79.955012,2025-11-11 16:56:39.000000+00,2025-11-12 22:56:39.000000+00
2905,6,2,Electrical fault in panel #2905,Painting issue at site. Priority: low. Requires immediate attention.,low,2024-08-18 18:16:30.000000+00,COMPLETED,DELAYED,13.085971,80.274268,2024-08-02 18:16:30.000000+00,2024-08-04 12:16:30.000000+00
2906,4,3,Window seal damaged #2906,Mechanical issue at site. Priority: low. Requires immediate attention.,low,2022-04-24 16:30:11.000000+00,REOPENED,DELAYED,12.834424,80.109228,2022-04-05 16:30:11.000000+00,2022-04-07 03:30:11.000000+00
2907,12,3,Generator fault #2907,Mechanical issue at site. Priority: high. Requires immediate attention.,high,2025-03-26 17:01:56.000000+00,RESOLVED_PENDING_REVIEW,DELAYED,13.083334,80.001213,2025-03-20 17:01:56.000000+00,2025-03-21 14:01:56.000000+00
2908,19,2,Leaking pipe in restroom #2908,Painting issue at site. Priority: medium. Requires immediate attention.,medium,2025-02-16 18:37:50.000000+00,COMPLETED,DELAYED,13.159,80.339724,2025-02-04 18:37:50.000000+00,2025-02-06 10:37:50.000000+00
2909,20,3,Painting required #2909,Network issue at site. Priority: medium. Requires immediate attention.,medium,2025-08-08 15:33:18.000000+00,RESOLVED_PENDING_REVIEW,ON_TRACK,13.029739,80.080997,2025-07-26 15:33:18.000000+00,2025-07-26 18:33:18.000000+00
