id,issue_id,assigned_to_solver_id,assigned_by_supervisor_id,due_date,status,created_at,updated_at
1240,1319,8,3,2022-05-06 11:48:04.000000+00,COMPLETED,2022-05-02 11:48:04.000000+00,2022-05-04 04:48:04.000000+00
1241,1320,8,1,2025-12-08 11:10:20.000000+00,REOPENED,2025-12-02 11:10:20.000000+00,2025-12-03 14:10:20.000000+00
1242,1321,10,2,2023-07-21 17:47:17.000000+00,ACTIVE,2023-07-16 17:47:17.000000+00,2023-07-19 16:47:17.000000+00
1243,1322,8,2,2024-04-08 08:12:06.000000+00,ACTIVE,2024-03-28 08:12:06.000000+00,2024-03-30 23:12:06.000000+00
1244,1323,9,1,2022-09-03 18:30:38.000000+00,ACTIVE,2022-08-25 18:30:38.000000+00,2022-08-28 14:30:38.000000+00
1245,1324,10,1,2023-02-16 17:39:58.000000+00,COMPLETED,2023-02-06 17:39:58.000000+00,2023-02-08 17:39:58.000000+00
1246,1325,8,3,2025-03-14 15:46:46.000000+00,COMPLETED,2025-03-07 15:46:46.000000+00,2025-03-08 19:46:46.000000+00
1247,1326,9,1,2023-09-03 10:27:48.000000+00,ACTIVE,2023-08-22 10:27:48.000000+00,2023-08-22 17:27:48.000000+00
1248,1327,10,1,2022-05-26 08:05:01.000000+00,COMPLETED,2022-05-17 08:05:01.000000+00,2022-05-19 15:05:01.000000+00
1249,1328,8,1,2023-09-03 12:14:00.000000+00,REOPENED,2023-08-27 12:14:00.000000+00,2023-08-29 17:14:00.000000+00
1250,1329,7,1,2023-08-26 02:09:02.000000+00,REOPENED,2023-08-12 02:09:02.000000+00,2023-08-12 21:09:02.000000+00
1251,1330,8,1,2025-11-03 14:51:06.000000+00,ACTIVE,2025-10-27 14:51:06.000000+00,2025-10-27 23:51:06.000000+00
1252,1331,10,2,2024-02-03 10:04:40.000000+00,COMPLETED,2024-01-26 10:04:40.000000+00,2024-01-29 01:04:40.000000+00
1253,1332,8,2,2024-04-13 09:28:06.000000+00,COMPLETED,2024-03-30 09:28:06.000000+00,2024-03-31 09:28:06.000000+00
1254,1333,6,3,2022-09-29 10:18:22.000000+00,REOPENED,2022-09-22 10:18:22.000000+00,2022-09-25 08:18:22.000000+00
1255,1333,8,3,2022-10-01 10:18:22.000000+00,ACTIVE,2022-09-23 11:18:22.000000+00,2022-09-27 06:18:22.000000+00
1256,1335,10,3,2022-12-25 09:30:49.000000+00,ACTIVE,2022-12-22 09:30:49.000000+00,2022-12-25 03:30:49.000000+00
1257,1336,10,2,2024-08-29 17:37:11.000000+00,ACTIVE,2024-08-16 17:37:11.000000+00,2024-08-18 09:37:11.000000+00
1258,1337,6,3,2024-08-20 15:15:06.000000+00,ACTIVE,2024-08-10 15:15:06.000000+00,2024-08-11 13:15:06.000000+00
1259,1338,8,1,2024-03-05 10:59:58.000000+00,COMPLETED,2024-02-26 10:59:58.000000+00,2024-02-27 23:59:58.000000+00
1260,1339,6,2,2023-01-23 10:06:56.000000+00,REOPENED,2023-01-14 10:06:56.000000+00,2023-01-16 08:06:56.000000+00
1261,1339,9,2,2023-01-25 10:06:56.000000+00,ACTIVE,2023-01-16 05:06:56.000000+00,2023-01-19 02:06:56.000000+00
1262,1340,10,2,2025-01-02 11:17:36.000000+00,REOPENED,2024-12-25 11:17:36.000000+00,2024-12-27 16:17:36.000000+00
1263,1341,9,1,2023-11-08 13:35:41.000000+00,ACTIVE,2023-10-31 13:35:41.000000+00,2023-11-01 17:35:41.000000+00
1264,1342,6,3,2022-07-26 13:01:25.000000+00,COMPLETED,2022-07-08 13:01:25.000000+00,2022-07-09 07:01:25.000000+00
1265,1343,10,3,2023-04-25 17:34:44.000000+00,ACTIVE,2023-04-15 17:34:44.000000+00,2023-04-17 18:34:44.000000+00
1266,1344,10,3,2025-02-06 18:08:30.000000+00,REOPENED,2025-01-19 18:08:30.000000+00,2025-01-20 11:08:30.000000+00
1267,1344,7,3,2025-02-08 18:08:30.000000+00,ACTIVE,2025-01-21 01:08:30.000000+00,2025-01-23 10:08:30.000000+00
1268,1345,10,2,2023-07-20 17:53:54.000000+00,REOPENED,2023-07-17 17:53:54.000000+00,2023-07-20 02:53:54.000000+00
1269,1346,8,1,2024-11-06 09:42:49.000000+00,COMPLETED,2024-11-01 09:42:49.000000+00,2024-11-01 16:42:49.000000+00
1270,1347,7,1,2024-05-26 12:49:47.000000+00,REOPENED,2024-05-22 12:49:47.000000+00,2024-05-22 14:49:47.000000+00
1271,1348,10,2,2022-08-13 11:33:54.000000+00,ACTIVE,2022-08-06 11:33:54.000000+00,2022-08-07 03:33:54.000000+00
1272,1349,9,2,2023-10-01 11:43:59.000000+00,COMPLETED,2023-09-21 11:43:59.000000+00,2023-09-23 04:43:59.000000+00
1273,1350,6,1,2023-01-24 14:54:57.000000+00,ACTIVE,2023-01-16 14:54:57.000000+00,2023-01-18 06:54:57.000000+00
1274,1351,9,2,2024-04-13 10:01:26.000000+00,ACTIVE,2024-04-03 10:01:26.000000+00,2024-04-05 19:01:26.000000+00
1275,1352,6,1,2022-04-29 18:45:14.000000+00,REOPENED,2022-04-09 18:45:14.000000+00,2022-04-11 18:45:14.000000+00
1276,1353,7,1,2023-01-20 11:20:58.000000+00,ACTIVE,2023-01-06 11:20:58.000000+00,2023-01-07 06:20:58.000000+00
1277,1354,7,3,2022-12-21 00:50:36.000000+00,ACTIVE,2022-12-17 00:50:36.000000+00,2022-12-18 07:50:36.000000+00
1278,1355,7,2,2025-10-18 14:14:59.000000+00,COMPLETED,2025-10-07 14:14:59.000000+00,2025-10-08 22:14:59.000000+00
1279,1356,6,3,2024-07-01 17:36:20.000000+00,REOPENED,2024-06-24 17:36:20.000000+00,2024-06-24 22:36:20.000000+00
1280,1357,8,3,2024-12-16 11:51:58.000000+00,COMPLETED,2024-11-28 11:51:58.000000+00,2024-11-30 00:51:58.000000+00
1281,1358,8,3,2023-05-04 04:27:54.000000+00,ACTIVE,2023-04-26 04:27:54.000000+00,2023-04-26 17:27:54.000000+00
1282,1360,9,2,2024-01-26 17:03:10.000000+00,ACTIVE,2024-01-18 17:03:10.000000+00,2024-01-19 11:03:10.000000+00
1283,1361,10,1,2024-01-08 14:11:56.000000+00,ACTIVE,2023-12-28 14:11:56.000000+00,2023-12-30 00:11:56.000000+00
1284,1362,9,1,2024-04-18 09:13:56.000000+00,COMPLETED,2024-04-11 09:13:56.000000+00,2024-04-13 23:13:56.000000+00
1285,1363,9,1,2023-01-10 05:17:06.000000+00,COMPLETED,2022-12-20 05:17:06.000000+00,2022-12-20 22:17:06.000000+00
1286,1364,9,2,2023-07-03 18:52:09.000000+00,ACTIVE,2023-06-22 18:52:09.000000+00,2023-06-23 21:52:09.000000+00
1287,1365,8,3,2025-12-14 11:45:33.000000+00,REOPENED,2025-12-03 11:45:33.000000+00,2025-12-04 00:45:33.000000+00
1288,1367,9,2,2023-07-21 11:02:47.000000+00,REOPENED,2023-07-16 11:02:47.000000+00,2023-07-18 12:02:47.000000+00
1289,1368,7,1,2023-12-29 10:51:07.000000+00,ACTIVE,2023-12-26 10:51:07.000000+00,2023-12-28 15:51:07.000000+00
1290,1369,9,2,2023-11-26 14:22:48.000000+00,ACTIVE,2023-11-17 14:22:48.000000+00,2023-11-20 07:22:48.000000+00
1291,1370,7,2,2023-12-12 18:59:02.000000+00,REOPENED,2023-11-29 18:59:02.000000+00,2023-11-30 05:59:02.000000+00
1292,1371,6,1,2025-01-25 17:44:27.000000+00,ACTIVE,2025-01-17 17:44:27.000000+00,2025-01-20 13:44:27.000000+00
1293,1372,10,2,2023-06-04 08:01:23.000000+00,ACTIVE,2023-05-31 08:01:23.000000+00,2023-06-03 05:01:23.000000+00
1294,1373,10,1,2023-11-04 20:30:37.000000+00,REOPENED,2023-10-29 20:30:37.000000+00,2023-10-30 14:30:37.000000+00
1295,1374,7,1,2023-01-22 10:47:41.000000+00,ACTIVE,2023-01-09 10:47:41.000000+00,2023-01-10 07:47:41.000000+00
1296,1375,9,1,2024-09-26 15:21:51.000000+00,ACTIVE,2024-09-20 15:21:51.000000+00,2024-09-21 16:21:51.000000+00
1297,1376,9,1,2024-08-07 14:45:25.000000+00,REOPENED,2024-07-30 14:45:25.000000+00,2024-07-31 00:45:25.000000+00
1298,1377,9,1,2024-11-19 11:13:54.000000+00,COMPLETED,2024-11-16 11:13:54.000000+00,2024-11-17 10:13:54.000000+00
1299,1378,6,1,2023-11-14 17:29:00.000000+00,ACTIVE,2023-11-09 17:29:00.000000+00,2023-11-12 06:29:00.000000+00
1300,1379,6,2,2024-10-31 14:19:09.000000+00,COMPLETED,2024-10-15 14:19:09.000000+00,2024-10-17 02:19:09.000000+00
1301,1380,8,1,2022-06-03 08:20:52.000000+00,ACTIVE,2022-05-29 08:20:52.000000+00,2022-05-30 22:20:52.000000+00
1302,1381,9,1,2025-02-17 06:29:34.000000+00,ACTIVE,2025-02-09 06:29:34.000000+00,2025-02-10 04:29:34.000000+00
1303,1382,6,3,2022-09-20 16:59:03.000000+00,REOPENED,2022-09-10 16:59:03.000000+00,2022-09-11 14:59:03.000000+00
1304,1382,9,3,2022-09-22 16:59:03.000000+00,ACTIVE,2022-09-13 08:59:03.000000+00,2022-09-14 13:59:03.000000+00
1305,1383,7,1,2023-07-03 11:02:05.000000+00,REOPENED,2023-06-28 11:02:05.000000+00,2023-07-01 04:02:05.000000+00
1306,1384,8,2,2025-03-15 02:33:49.000000+00,REOPENED,2025-03-05 02:33:49.000000+00,2025-03-08 01:33:49.000000+00
1307,1385,9,2,2023-05-29 18:27:53.000000+00,REOPENED,2023-05-20 18:27:53.000000+00,2023-05-21 05:27:53.000000+00
1308,1387,9,2,2024-03-08 17:30:07.000000+00,ACTIVE,2024-02-28 17:30:07.000000+00,2024-03-01 10:30:07.000000+00
1309,1388,10,2,2025-10-30 13:44:49.000000+00,REOPENED,2025-10-19 13:44:49.000000+00,2025-10-21 00:44:49.000000+00
1310,1390,7,2,2022-02-06 11:04:22.000000+00,COMPLETED,2022-01-29 11:04:22.000000+00,2022-01-30 22:04:22.000000+00
1311,1391,6,3,2023-09-05 17:57:54.000000+00,COMPLETED,2023-08-28 17:57:54.000000+00,2023-08-29 18:57:54.000000+00
1312,1392,9,3,2025-12-20 04:00:43.000000+00,ACTIVE,2025-12-13 04:00:43.000000+00,2025-12-15 23:00:43.000000+00
1313,1393,6,1,2022-01-21 01:24:11.000000+00,ACTIVE,2022-01-13 01:24:11.000000+00,2022-01-15 12:24:11.000000+00
1314,1394,10,2,2024-07-21 11:00:43.000000+00,REOPENED,2024-06-30 11:00:43.000000+00,2024-07-01 05:00:43.000000+00
1315,1395,6,3,2025-08-07 18:30:36.000000+00,COMPLETED,2025-07-24 18:30:36.000000+00,2025-07-26 13:30:36.000000+00
1316,1396,7,3,2024-04-06 16:56:33.000000+00,COMPLETED,2024-03-20 16:56:33.000000+00,2024-03-21 21:56:33.000000+00
1317,1398,9,2,2025-11-16 15:41:06.000000+00,REOPENED,2025-11-13 15:41:06.000000+00,2025-11-14 23:41:06.000000+00
1318,1399,7,2,2025-08-30 21:22:04.000000+00,COMPLETED,2025-08-12 21:22:04.000000+00,2025-08-14 01:22:04.000000+00
1319,1400,9,3,2025-06-06 09:54:02.000000+00,ACTIVE,2025-05-27 09:54:02.000000+00,2025-05-28 19:54:02.000000+00
1320,1401,9,1,2025-04-21 23:51:36.000000+00,COMPLETED,2025-04-12 23:51:36.000000+00,2025-04-15 07:51:36.000000+00
1321,1402,6,3,2023-09-14 12:15:21.000000+00,REOPENED,2023-08-31 12:15:21.000000+00,2023-09-03 10:15:21.000000+00
1322,1403,9,2,2022-04-04 17:45:50.000000+00,ACTIVE,2022-03-26 17:45:50.000000+00,2022-03-28 19:45:50.000000+00
1323,1404,8,1,2023-10-22 16:04:24.000000+00,COMPLETED,2023-10-10 16:04:24.000000+00,2023-10-12 11:04:24.000000+00
1324,1406,8,1,2022-06-12 21:34:12.000000+00,COMPLETED,2022-05-26 21:34:12.000000+00,2022-05-29 05:34:12.000000+00
1325,1407,7,1,2024-04-16 17:10:09.000000+00,ACTIVE,2024-04-10 17:10:09.000000+00,2024-04-13 11:10:09.000000+00
1326,1408,6,3,2024-07-02 13:08:35.000000+00,COMPLETED,2024-06-22 13:08:35.000000+00,2024-06-23 07:08:35.000000+00
1327,1409,8,1,2022-11-17 11:20:44.000000+00,REOPENED,2022-10-31 11:20:44.000000+00,2022-11-02 05:20:44.000000+00
1328,1410,7,3,2024-12-18 10:08:15.000000+00,COMPLETED,2024-12-07 10:08:15.000000+00,2024-12-07 18:08:15.000000+00
1329,1411,10,2,2023-01-23 12:39:10.000000+00,REOPENED,2023-01-13 12:39:10.000000+00,2023-01-15 05:39:10.000000+00
1330,1412,9,2,2023-10-12 12:04:12.000000+00,ACTIVE,2023-10-01 12:04:12.000000+00,2023-10-02 08:04:12.000000+00
1331,1413,9,1,2025-04-08 16:36:15.000000+00,COMPLETED,2025-04-04 16:36:15.000000+00,2025-04-07 06:36:15.000000+00
1332,1414,10,1,2025-02-22 10:10:55.000000+00,COMPLETED,2025-02-15 10:10:55.000000+00,2025-02-16 18:10:55.000000+00
1333,1415,8,1,2023-09-02 14:35:44.000000+00,ACTIVE,2023-08-23 14:35:44.000000+00,2023-08-24 06:35:44.000000+00
1334,1416,10,2,2023-06-12 14:13:45.000000+00,COMPLETED,2023-06-02 14:13:45.000000+00,2023-06-02 16:13:45.000000+00
1335,1417,9,1,2022-12-23 10:31:26.000000+00,ACTIVE,2022-12-03 10:31:26.000000+00,2022-12-04 23:31:26.000000+00
1336,1419,9,2,2022-10-20 10:23:13.000000+00,ACTIVE,2022-10-13 10:23:13.000000+00,2022-10-14 20:23:13.000000+00
1337,1420,10,1,2022-06-28 17:02:27.000000+00,ACTIVE,2022-06-11 17:02:27.000000+00,2022-06-14 08:02:27.000000+00
1338,1421,10,3,2022-03-11 17:54:13.000000+00,ACTIVE,2022-03-02 17:54:13.000000+00,2022-03-03 05:54:13.000000+00
1339,1422,6,3,2022-10-24 05:26:20.000000+00,COMPLETED,2022-10-11 05:26:20.000000+00,2022-10-11 14:26:20.000000+00
1340,1423,9,2,2024-07-20 14:50:41.000000+00,ACTIVE,2024-07-15 14:50:41.000000+00,2024-07-18 05:50:41.000000+00
1341,1424,10,2,2025-12-06 08:57:35.000000+00,COMPLETED,2025-11-29 08:57:35.000000+00,2025-12-01 06:57:35.000000+00
1342,1425,6,2,2025-05-03 12:39:35.000000+00,ACTIVE,2025-04-25 12:39:35.000000+00,2025-04-27 04:39:35.000000+00
1343,1426,6,1,2023-09-29 10:44:42.000000+00,ACTIVE,2023-09-14 10:44:42.000000+00,2023-09-15 10:44:42.000000+00
1344,1427,10,1,2024-05-18 12:16:26.000000+00,REOPENED,2024-05-09 12:16:26.000000+00,2024-05-11 06:16:26.000000+00
1345,1428,10,1,2022-01-30 09:55:47.000000+00,COMPLETED,2022-01-21 09:55:47.000000+00,2022-01-22 12:55:47.000000+00
1346,1429,10,1,2024-12-25 13:11:23.000000+00,ACTIVE,2024-12-15 13:11:23.000000+00,2024-12-17 19:11:23.000000+00
1347,1430,10,2,2022-02-01 17:17:26.000000+00,COMPLETED,2022-01-22 17:17:26.000000+00,2022-01-24 09:17:26.000000+00
1348,1431,7,1,2024-03-24 15:58:09.000000+00,ACTIVE,2024-03-09 15:58:09.000000+00,2024-03-10 02:58:09.000000+00
1349,1432,9,2,2022-08-20 18:40:26.000000+00,COMPLETED,2022-08-16 18:40:26.000000+00,2022-08-18 06:40:26.000000+00
1350,1433,8,1,2022-11-07 06:45:15.000000+00,COMPLETED,2022-11-01 06:45:15.000000+00,2022-11-04 06:45:15.000000+00
1351,1434,10,1,2024-03-22 11:04:44.000000+00,COMPLETED,2024-03-11 11:04:44.000000+00,2024-03-12 10:04:44.000000+00
1352,1435,7,2,2024-01-02 11:57:07.000000+00,REOPENED,2023-12-26 11:57:07.000000+00,2023-12-27 01:57:07.000000+00
1353,1436,8,3,2024-11-15 09:53:25.000000+00,COMPLETED,2024-11-10 09:53:25.000000+00,2024-11-12 15:53:25.000000+00
1354,1437,6,2,2024-04-04 09:30:00.000000+00,ACTIVE,2024-03-22 09:30:00.000000+00,2024-03-22 22:30:00.000000+00
1355,1438,7,3,2022-03-06 18:06:46.000000+00,ACTIVE,2022-03-03 18:06:46.000000+00,2022-03-05 02:06:46.000000+00
1356,1439,10,2,2023-08-19 10:04:42.000000+00,COMPLETED,2023-08-03 10:04:42.000000+00,2023-08-05 21:04:42.000000+00
1357,1441,8,3,2025-02-12 13:03:09.000000+00,COMPLETED,2025-02-02 13:03:09.000000+00,2025-02-02 17:03:09.000000+00
1358,1442,6,3,2024-12-13 08:05:00.000000+00,REOPENED,2024-11-26 08:05:00.000000+00,2024-11-27 13:05:00.000000+00
1359,1443,8,3,2023-03-04 18:44:41.000000+00,ACTIVE,2023-02-22 18:44:41.000000+00,2023-02-25 04:44:41.000000+00
1360,1444,6,1,2023-05-05 10:22:09.000000+00,REOPENED,2023-04-26 10:22:09.000000+00,2023-04-27 09:22:09.000000+00
1361,1445,10,2,2022-05-28 09:22:49.000000+00,COMPLETED,2022-05-10 09:22:49.000000+00,2022-05-11 08:22:49.000000+00
1362,1446,10,3,2026-01-02 05:59:41.000000+00,ACTIVE,2025-12-27 05:59:41.000000+00,2025-12-28 11:59:41.000000+00
1363,1447,10,3,2023-08-16 18:57:24.000000+00,COMPLETED,2023-08-13 18:57:24.000000+00,2023-08-15 06:57:24.000000+00
1364,1448,10,1,2024-11-03 13:33:19.000000+00,ACTIVE,2024-10-18 13:33:19.000000+00,2024-10-19 13:33:19.000000+00
1365,1449,9,3,2024-03-16 13:32:25.000000+00,COMPLETED,2024-03-11 13:32:25.000000+00,2024-03-14 01:32:25.000000+00
1366,1450,8,2,2024-06-03 16:27:13.000000+00,ACTIVE,2024-05-27 16:27:13.000000+00,2024-05-28 17:27:13.000000+00
1367,1451,9,2,2022-06-04 22:48:18.000000+00,ACTIVE,2022-05-31 22:48:18.000000+00,2022-06-02 10:48:18.000000+00
1368,1452,10,2,2023-02-09 14:57:32.000000+00,REOPENED,2023-01-24 14:57:32.000000+00,2023-01-26 04:57:32.000000+00
1369,1453,7,2,2023-07-18 12:39:05.000000+00,ACTIVE,2023-07-09 12:39:05.000000+00,2023-07-12 07:39:05.000000+00
1370,1454,9,3,2023-03-07 16:00:56.000000+00,COMPLETED,2023-03-04 16:00:56.000000+00,2023-03-04 17:00:56.000000+00
1371,1455,8,3,2024-10-29 11:09:51.000000+00,COMPLETED,2024-10-26 11:09:51.000000+00,2024-10-27 14:09:51.000000+00
1372,1457,8,1,2024-12-04 16:17:28.000000+00,COMPLETED,2024-11-27 16:17:28.000000+00,2024-11-27 18:17:28.000000+00
1373,1458,8,3,2025-01-30 12:43:30.000000+00,REOPENED,2025-01-25 12:43:30.000000+00,2025-01-28 08:43:30.000000+00
1374,1459,9,2,2025-07-01 10:39:53.000000+00,REOPENED,2025-06-10 10:39:53.000000+00,2025-06-11 08:39:53.000000+00
1375,1460,9,2,2024-08-31 16:33:29.000000+00,ACTIVE,2024-08-19 16:33:29.000000+00,2024-08-20 20:33:29.000000+00
1376,1461,6,1,2023-01-22 09:58:39.000000+00,COMPLETED,2023-01-01 09:58:39.000000+00,2023-01-02 04:58:39.000000+00
1377,1463,10,3,2024-08-07 10:53:17.000000+00,REOPENED,2024-07-25 10:53:17.000000+00,2024-07-27 08:53:17.000000+00
1378,1464,10,3,2022-07-10 14:14:43.000000+00,ACTIVE,2022-07-04 14:14:43.000000+00,2022-07-07 00:14:43.000000+00
1379,1465,9,3,2025-11-02 15:01:42.000000+00,REOPENED,2025-10-24 15:01:42.000000+00,2025-10-26 19:01:42.000000+00
1380,1466,6,3,2022-03-03 10:28:40.000000+00,COMPLETED,2022-02-24 10:28:40.000000+00,2022-02-26 23:28:40.000000+00
1381,1467,9,1,2024-04-25 18:10:18.000000+00,ACTIVE,2024-04-14 18:10:18.000000+00,2024-04-17 02:10:18.000000+00
1382,1469,8,1,2022-05-09 12:22:39.000000+00,COMPLETED,2022-05-01 12:22:39.000000+00,2022-05-04 09:22:39.000000+00
1383,1470,8,1,2024-04-01 06:34:41.000000+00,REOPENED,2024-03-23 06:34:41.000000+00,2024-03-24 08:34:41.000000+00
1384,1471,7,2,2025-12-06 16:24:27.000000+00,ACTIVE,2025-11-22 16:24:27.000000+00,2025-11-24 07:24:27.000000+00
1385,1472,7,3,2025-04-04 16:32:56.000000+00,REOPENED,2025-03-28 16:32:56.000000+00,2025-03-29 05:32:56.000000+00
1386,1473,10,2,2022-03-16 18:14:53.000000+00,COMPLETED,2022-03-11 18:14:53.000000+00,2022-03-12 04:14:53.000000+00
1387,1474,10,2,2025-03-13 08:13:55.000000+00,COMPLETED,2025-03-04 08:13:55.000000+00,2025-03-05 04:13:55.000000+00
1388,1475,10,1,2023-09-16 16:44:42.000000+00,ACTIVE,2023-08-28 16:44:42.000000+00,2023-08-28 20:44:42.000000+00
1389,1476,6,1,2023-01-23 16:58:30.000000+00,COMPLETED,2023-01-13 16:58:30.000000+00,2023-01-15 23:58:30.000000+00
1390,1477,10,1,2022-10-21 11:52:14.000000+00,REOPENED,2022-10-10 11:52:14.000000+00,2022-10-12 15:52:14.000000+00
1391,1478,10,1,2022-11-05 15:00:22.000000+00,REOPENED,2022-10-27 15:00:22.000000+00,2022-10-29 14:00:22.000000+00
1392,1479,9,2,2023-02-18 13:33:22.000000+00,COMPLETED,2023-01-31 13:33:22.000000+00,2023-02-01 02:33:22.000000+00
1393,1481,10,1,2023-06-24 14:33:38.000000+00,ACTIVE,2023-06-16 14:33:38.000000+00,2023-06-18 04:33:38.000000+00
1394,1482,9,3,2023-10-12 16:34:54.000000+00,COMPLETED,2023-10-08 16:34:54.000000+00,2023-10-09 01:34:54.000000+00
1395,1483,10,1,2024-04-04 13:24:38.000000+00,ACTIVE,2024-03-30 13:24:38.000000+00,2024-03-30 22:24:38.000000+00
1396,1484,8,1,2025-03-21 10:45:11.000000+00,COMPLETED,2025-03-05 10:45:11.000000+00,2025-03-05 18:45:11.000000+00
1397,1485,10,2,2024-04-19 15:01:00.000000+00,ACTIVE,2024-04-10 15:01:00.000000+00,2024-04-12 14:01:00.000000+00
1398,1486,9,2,2024-07-18 12:10:26.000000+00,ACTIVE,2024-07-09 12:10:26.000000+00,2024-07-10 20:10:26.000000+00
1399,1487,9,2,2022-07-25 01:01:29.000000+00,COMPLETED,2022-07-20 01:01:29.000000+00,2022-07-22 12:01:29.000000+00
1400,1488,7,3,2025-02-06 13:31:45.000000+00,COMPLETED,2025-01-25 13:31:45.000000+00,2025-01-27 03:31:45.000000+00
1401,1490,9,3,2022-12-16 12:53:51.000000+00,COMPLETED,2022-12-06 12:53:51.000000+00,2022-12-08 09:53:51.000000+00
1402,1491,10,1,2024-03-13 13:52:11.000000+00,COMPLETED,2024-03-05 13:52:11.000000+00,2024-03-08 09:52:11.000000+00
1403,1492,8,3,2023-12-27 17:42:57.000000+00,COMPLETED,2023-12-20 17:42:57.000000+00,2023-12-20 21:42:57.000000+00
1404,1493,10,3,2022-02-19 11:39:12.000000+00,COMPLETED,2022-02-09 11:39:12.000000+00,2022-02-10 02:39:12.000000+00
1405,1494,6,2,2022-07-07 13:56:56.000000+00,REOPENED,2022-06-28 13:56:56.000000+00,2022-06-30 13:56:56.000000+00
1406,1495,7,2,2025-03-04 02:28:20.000000+00,REOPENED,2025-02-22 02:28:20.000000+00,2025-02-23 16:28:20.000000+00
1407,1495,10,2,2025-03-06 02:28:20.000000+00,ACTIVE,2025-02-23 15:28:20.000000+00,2025-02-26 04:28:20.000000+00
1408,1496,10,2,2025-04-29 16:12:17.000000+00,ACTIVE,2025-04-18 16:12:17.000000+00,2025-04-21 09:12:17.000000+00
1409,1497,8,2,2023-04-21 01:18:02.000000+00,COMPLETED,2023-04-11 01:18:02.000000+00,2023-04-13 00:18:02.000000+00
1410,1498,9,2,2025-06-14 15:40:24.000000+00,REOPENED,2025-06-07 15:40:24.000000+00,2025-06-09 07:40:24.000000+00
1411,1499,9,3,2025-02-27 11:11:46.000000+00,ACTIVE,2025-02-06 11:11:46.000000+00,2025-02-06 22:11:46.000000+00
1412,1500,9,1,2025-01-05 11:49:27.000000+00,COMPLETED,2024-12-26 11:49:27.000000+00,2024-12-27 06:49:27.000000+00
1413,1501,9,2,2025-01-30 16:57:02.000000+00,ACTIVE,2025-01-18 16:57:02.000000+00,2025-01-21 01:57:02.000000+00
1414,1502,10,2,2022-04-14 23:06:52.000000+00,ACTIVE,2022-04-05 23:06:52.000000+00,2022-04-06 04:06:52.000000+00
1415,1503,10,3,2023-06-03 08:05:35.000000+00,ACTIVE,2023-05-20 08:05:35.000000+00,2023-05-22 19:05:35.000000+00
1416,1504,8,3,2025-06-04 13:30:04.000000+00,COMPLETED,2025-05-29 13:30:04.000000+00,2025-06-01 04:30:04.000000+00
1417,1505,6,1,2024-05-10 10:31:15.000000+00,COMPLETED,2024-04-29 10:31:15.000000+00,2024-04-30 16:31:15.000000+00
1418,1506,9,3,2025-10-13 11:32:05.000000+00,ACTIVE,2025-10-03 11:32:05.000000+00,2025-10-04 17:32:05.000000+00
1419,1507,7,3,2024-07-30 16:41:33.000000+00,COMPLETED,2024-07-24 16:41:33.000000+00,2024-07-26 23:41:33.000000+00
1420,1508,9,3,2025-07-20 18:36:55.000000+00,REOPENED,2025-07-04 18:36:55.000000+00,2025-07-07 01:36:55.000000+00
1421,1510,10,2,2022-05-26 18:13:44.000000+00,ACTIVE,2022-05-13 18:13:44.000000+00,2022-05-16 05:13:44.000000+00
1422,1511,8,1,2023-05-21 17:57:48.000000+00,COMPLETED,2023-05-14 17:57:48.000000+00,2023-05-17 09:57:48.000000+00
1423,1512,9,3,2023-02-20 14:01:31.000000+00,ACTIVE,2023-02-14 14:01:31.000000+00,2023-02-17 09:01:31.000000+00
1424,1513,8,1,2023-06-28 15:52:04.000000+00,COMPLETED,2023-06-23 15:52:04.000000+00,2023-06-26 05:52:04.000000+00
1425,1514,9,1,2025-03-13 14:01:53.000000+00,COMPLETED,2025-03-05 14:01:53.000000+00,2025-03-06 01:01:53.000000+00
1426,1515,8,2,2025-04-30 23:55:59.000000+00,ACTIVE,2025-04-11 23:55:59.000000+00,2025-04-12 02:55:59.000000+00
1427,1516,10,3,2025-09-04 12:26:53.000000+00,ACTIVE,2025-08-28 12:26:53.000000+00,2025-08-29 09:26:53.000000+00
1428,1518,9,1,2023-02-03 15:03:01.000000+00,COMPLETED,2023-01-20 15:03:01.000000+00,2023-01-23 15:03:01.000000+00
1429,1519,8,2,2025-09-15 06:58:18.000000+00,COMPLETED,2025-09-08 06:58:18.000000+00,2025-09-08 17:58:18.000000+00
1430,1520,7,1,2025-08-19 14:21:56.000000+00,ACTIVE,2025-08-04 14:21:56.000000+00,2025-08-07 10:21:56.000000+00
1431,1521,7,3,2025-10-05 11:29:21.000000+00,COMPLETED,2025-09-21 11:29:21.000000+00,2025-09-22 14:29:21.000000+00
1432,1523,6,2,2025-05-14 11:58:19.000000+00,COMPLETED,2025-04-29 11:58:19.000000+00,2025-05-01 05:58:19.000000+00
1433,1524,10,2,2024-05-06 23:37:05.000000+00,ACTIVE,2024-04-30 23:37:05.000000+00,2024-05-03 19:37:05.000000+00
1434,1525,6,2,2022-03-04 11:26:16.000000+00,COMPLETED,2022-02-20 11:26:16.000000+00,2022-02-22 11:26:16.000000+00
1435,1526,6,2,2025-02-28 12:06:25.000000+00,COMPLETED,2025-02-20 12:06:25.000000+00,2025-02-21 15:06:25.000000+00
1436,1527,8,1,2023-07-01 06:15:24.000000+00,COMPLETED,2023-06-21 06:15:24.000000+00,2023-06-22 07:15:24.000000+00
